r[m]	z[m]	psi[Wb]	Bz[T]	Br[T]
0.113024	0.000000	-0.000602	-0.019497	0.000000
0.113024	0.058967	-0.000468	-0.039075	-0.004815
0.113024	0.117933	-0.000254	-0.061294	-0.004970
0.113024	0.176900	-0.000061	-0.072833	-0.004288
0.113024	0.235866	0.000108	-0.076223	-0.003847
0.113024	0.294833	0.000267	-0.072332	-0.003775
0.113024	0.353799	0.000429	-0.061156	-0.004037
0.113024	0.412766	0.000611	-0.040714	-0.004699
0.113024	0.471732	0.000817	-0.011563	-0.004693
0.113024	0.530699	0.000989	0.008100	-0.003661
0.113024	0.589665	0.001132	0.018913	-0.003231
0.113024	0.648632	0.001263	0.025967	-0.003031
0.113024	0.707598	0.001386	0.031224	-0.002873
0.113024	0.766565	0.001503	0.035460	-0.002671
0.113024	0.825531	0.001609	0.038976	-0.002373
0.113024	0.884498	0.001700	0.041857	-0.001955
0.113024	0.943465	0.001771	0.044087	-0.001416
0.121797	0.993586	0.002106	0.045540	-0.000998
0.180285	0.993586	0.004659	0.046455	-0.001774
0.238772	0.993586	0.008287	0.047801	-0.002552
0.297260	0.993586	0.013086	0.049662	-0.003403
0.355747	0.993586	0.019192	0.052173	-0.004435
0.414235	0.993586	0.026806	0.055541	-0.005833
0.472722	0.993586	0.036218	0.060093	-0.007931
0.531210	0.993586	0.047860	0.066350	-0.011393
0.589697	0.993586	0.062391	0.075103	-0.017682
0.593596	0.938551	0.058930	0.064472	-0.025103
0.593596	0.879584	0.053134	0.052692	-0.026867
0.593596	0.820618	0.047338	0.043291	-0.025519
0.593596	0.761651	0.041995	0.036340	-0.022975
0.593596	0.702685	0.037249	0.031357	-0.020187
0.593596	0.643718	0.033104	0.027874	-0.017549
0.593596	0.584751	0.029509	0.025546	-0.015198
0.593596	0.525785	0.026396	0.024125	-0.013156
0.593596	0.466818	0.023701	0.023398	-0.011403
0.593596	0.407852	0.021362	0.023161	-0.009902
0.593596	0.348885	0.019328	0.023293	-0.008634
0.593596	0.289919	0.017490	0.026246	-0.009885
0.642336	0.280091	0.020149	0.014452	-0.009221
0.689126	0.268298	0.022508	0.013639	-0.006784
0.689126	0.209331	0.020949	0.014718	-0.005437
0.689126	0.150365	0.019729	0.014822	-0.004117
0.689126	0.091398	0.018851	0.014417	-0.002738
0.689126	0.032432	0.018351	0.013869	-0.001118
