r[m]	z[m]	psi[Wb]	Bz[T]	Br[T]
0.113024	0.000000	-0.000602	-0.019497	0.000000
0.113024	0.000983	-0.000602	-0.019499	-0.000119
0.113024	0.001966	-0.000602	-0.019507	-0.000239
0.113024	0.002948	-0.000602	-0.019520	-0.000359
0.113024	0.003931	-0.000602	-0.019539	-0.000481
0.113024	0.004914	-0.000601	-0.019563	-0.000605
0.113024	0.005897	-0.000601	-0.019592	-0.000732
0.113024	0.006879	-0.000600	-0.019628	-0.000862
0.113024	0.007862	-0.000600	-0.019670	-0.000995
0.113024	0.008845	-0.000599	-0.019719	-0.001133
0.113024	0.009828	-0.000598	-0.019776	-0.001276
0.113024	0.010811	-0.000597	-0.019840	-0.001425
0.113024	0.011793	-0.000596	-0.019914	-0.001581
0.113024	0.012776	-0.000595	-0.019998	-0.001745
0.113024	0.013759	-0.000594	-0.020093	-0.001920
0.113024	0.014742	-0.000592	-0.020201	-0.002112
0.113024	0.015724	-0.000591	-0.020321	-0.002348
0.113024	0.016707	-0.000589	-0.020441	-0.001373
0.113024	0.017690	-0.000589	-0.021075	-0.001138
0.113024	0.018673	-0.000587	-0.021413	-0.002376
0.113024	0.019656	-0.000585	-0.021661	-0.002869
0.113024	0.020638	-0.000583	-0.021909	-0.003093
0.113024	0.021621	-0.000581	-0.022170	-0.003267
0.113024	0.022604	-0.000579	-0.022445	-0.003421
0.113024	0.023587	-0.000576	-0.022733	-0.003559
0.113024	0.024569	-0.000574	-0.023032	-0.003684
0.113024	0.025552	-0.000571	-0.023343	-0.003798
0.113024	0.026535	-0.000568	-0.023664	-0.003901
0.113024	0.027518	-0.000566	-0.023994	-0.003993
0.113024	0.028500	-0.000563	-0.024335	-0.004076
0.113024	0.029483	-0.000560	-0.024685	-0.004150
0.113024	0.030466	-0.000557	-0.025044	-0.004215
0.113024	0.031449	-0.000554	-0.025412	-0.004271
0.113024	0.032432	-0.000551	-0.025790	-0.004320
0.113024	0.033414	-0.000548	-0.026178	-0.004360
0.113024	0.034397	-0.000545	-0.026575	-0.004392
0.113024	0.035380	-0.000542	-0.026983	-0.004416
0.113024	0.036363	-0.000539	-0.027401	-0.004433
0.113024	0.037345	-0.000536	-0.027830	-0.004441
0.113024	0.038328	-0.000533	-0.028271	-0.004441
0.113024	0.039311	-0.000530	-0.028724	-0.004432
0.113024	0.040294	-0.000526	-0.029189	-0.004415
0.113024	0.041277	-0.000523	-0.029668	-0.004387
0.113024	0.042259	-0.000520	-0.030161	-0.004348
0.113024	0.043242	-0.000517	-0.030668	-0.004296
