r[m]	z[m]	psi[Wb]	Bz[T]	Br[T]
0.113024	0.000000	0.000726	0.018015	0.000000
0.113024	0.058967	0.000730	0.018109	-0.000177
0.113024	0.117933	0.000741	0.018390	-0.000348
0.113024	0.176900	0.000759	0.018847	-0.000503
0.113024	0.235866	0.000783	0.019461	-0.000625
0.113024	0.294833	0.000811	0.020193	-0.000689
0.113024	0.353799	0.000839	0.020974	-0.000648
0.113024	0.412766	0.000862	0.021676	-0.000415
0.113024	0.471732	0.000869	0.022068	0.000161
0.113024	0.530699	0.000840	0.021693	0.001340
0.113024	0.589665	0.000743	0.019533	0.003490
0.113024	0.648632	0.000536	0.012406	0.006305
0.113024	0.707598	0.000354	-0.043531	0.001910
0.113024	0.766565	0.000448	-0.127677	-0.004564
0.113024	0.825531	0.000698	-0.139502	-0.007331
0.113024	0.884498	0.001084	-0.086819	-0.011502
0.113024	0.943465	0.001537	0.008322	-0.007108
0.121797	0.993586	0.001990	0.041548	-0.008009
0.180285	0.993586	0.004378	0.044475	-0.021991
0.238772	0.993586	0.007920	0.047295	-0.019771
0.297260	0.993586	0.012704	0.049769	-0.014250
0.355747	0.993586	0.018843	0.052566	-0.010519
0.414235	0.993586	0.026525	0.056090	-0.009026
0.472722	0.993586	0.036033	0.060713	-0.009473
0.531210	0.993586	0.047791	0.066974	-0.011989
0.589697	0.993586	0.062447	0.075682	-0.017692
0.593596	0.938551	0.059007	0.065494	-0.024991
0.593596	0.879584	0.053254	0.054075	-0.026569
0.593596	0.820618	0.047556	0.044818	-0.024899
0.593596	0.761651	0.042403	0.037878	-0.021827
0.593596	0.702685	0.037981	0.033637	-0.018474
0.593596	0.643718	0.033900	0.028396	-0.017676
0.593596	0.584751	0.030354	0.024332	-0.014642
0.593596	0.525785	0.027423	0.021471	-0.012098
0.593596	0.466818	0.025002	0.019288	-0.009979
0.593596	0.407852	0.023010	0.017584	-0.008185
0.593596	0.348885	0.021384	0.016249	-0.006638
0.593596	0.289919	0.020077	0.015210	-0.005278
0.642336	0.280091	0.022635	0.013986	-0.005325
0.689126	0.268298	0.024993	0.012779	-0.005217
0.689126	0.209331	0.023828	0.012262	-0.003927
0.689126	0.150365	0.022978	0.011887	-0.002747
0.689126	0.091398	0.022419	0.011641	-0.001640
0.689126	0.032432	0.022137	0.011517	-0.000577
