r[m]	z[m]	psi[Wb]	Bz[T]	Br[T]
0.113024	0.000000	0.000355	-0.098981	0.000000
0.113024	0.058967	0.000374	-0.094686	-0.000904
0.113024	0.117933	0.000430	-0.082235	-0.001727
0.113024	0.176900	0.000516	-0.063505	-0.002323
0.113024	0.235866	0.000619	-0.042301	-0.002561
0.113024	0.294833	0.000726	-0.022868	-0.002521
0.113024	0.353799	0.000829	-0.007361	-0.002415
0.113024	0.412766	0.000929	0.004290	-0.002364
0.113024	0.471732	0.001028	0.013016	-0.002385
0.113024	0.530699	0.001130	0.019744	-0.002450
0.113024	0.589665	0.001234	0.025164	-0.002523
0.113024	0.648632	0.001340	0.029727	-0.002568
0.113024	0.707598	0.001448	0.033700	-0.002548
0.113024	0.766565	0.001553	0.037208	-0.002430
0.113024	0.825531	0.001650	0.040272	-0.002189
0.113024	0.884498	0.001734	0.042849	-0.001811
0.113024	0.943465	0.001800	0.044857	-0.001300
0.121797	0.993586	0.002135	0.046153	-0.000883
0.180285	0.993586	0.004721	0.047043	-0.001563
0.238772	0.993586	0.008393	0.048355	-0.002277
0.297260	0.993586	0.013244	0.050178	-0.003092
0.355747	0.993586	0.019410	0.052645	-0.004111
0.414235	0.993586	0.027088	0.055968	-0.005511
0.472722	0.993586	0.036565	0.060475	-0.007620
0.531210	0.993586	0.048273	0.066687	-0.011096
0.589697	0.993586	0.062870	0.075396	-0.017404
0.593596	0.938551	0.059474	0.064769	-0.024783
0.593596	0.879584	0.053754	0.052998	-0.026491
0.593596	0.820618	0.048048	0.043605	-0.025077
0.593596	0.761651	0.042810	0.036671	-0.022455
0.593596	0.702685	0.038188	0.031729	-0.019574
0.593596	0.643718	0.034189	0.028355	-0.016831
0.593596	0.584751	0.030765	0.026293	-0.014361
0.593596	0.525785	0.027850	0.025473	-0.012197
0.593596	0.466818	0.025378	0.026020	-0.010329
0.593596	0.407852	0.023286	0.028346	-0.008754
0.593596	0.348885	0.021500	0.033697	-0.007578
0.593596	0.289919	0.019674	0.055493	-0.015698
0.642336	0.280091	0.022762	0.015347	-0.018000
0.689126	0.268298	0.025274	0.016216	-0.006287
0.689126	0.209331	0.023874	0.026141	-0.004685
0.689126	0.150365	0.022865	0.032646	-0.003252
0.689126	0.091398	0.022202	0.036869	-0.001953
0.689126	0.032432	0.021865	0.039097	-0.000691
