r[m]	z[m]	psi[Wb]	Bz[T]	Br[T]
0.113024	0.000000	0.000760	0.018828	0.000000
0.113024	0.000983	0.000760	0.018828	-0.000004
0.113024	0.001966	0.000760	0.018828	-0.000007
0.113024	0.002948	0.000760	0.018828	-0.000011
0.113024	0.003931	0.000760	0.018829	-0.000015
0.113024	0.004914	0.000760	0.018829	-0.000019
0.113024	0.005897	0.000760	0.018829	-0.000022
0.113024	0.006879	0.000760	0.018830	-0.000026
0.113024	0.007862	0.000760	0.018830	-0.000030
0.113024	0.008845	0.000760	0.018831	-0.000034
0.113024	0.009828	0.000760	0.018831	-0.000037
0.113024	0.010811	0.000760	0.018832	-0.000041
0.113024	0.011793	0.000760	0.018833	-0.000045
0.113024	0.012776	0.000760	0.018834	-0.000049
0.113024	0.013759	0.000760	0.018834	-0.000052
0.113024	0.014742	0.000760	0.018835	-0.000056
0.113024	0.015724	0.000760	0.018836	-0.000060
0.113024	0.016707	0.000760	0.018837	-0.000063
0.113024	0.017690	0.000760	0.018839	-0.000067
0.113024	0.018673	0.000760	0.018840	-0.000071
0.113024	0.019656	0.000760	0.018841	-0.000075
0.113024	0.020638	0.000760	0.018842	-0.000078
0.113024	0.021621	0.000761	0.018844	-0.000082
0.113024	0.022604	0.000761	0.018845	-0.000086
0.113024	0.023587	0.000761	0.018847	-0.000090
0.113024	0.024569	0.000761	0.018848	-0.000093
0.113024	0.025552	0.000761	0.018850	-0.000097
0.113024	0.026535	0.000761	0.018852	-0.000101
0.113024	0.027518	0.000761	0.018854	-0.000105
0.113024	0.028500	0.000761	0.018855	-0.000108
0.113024	0.029483	0.000761	0.018857	-0.000112
0.113024	0.030466	0.000761	0.018859	-0.000116
0.113024	0.031449	0.000761	0.018861	-0.000119
0.113024	0.032432	0.000761	0.018863	-0.000123
0.113024	0.033414	0.000761	0.018866	-0.000127
0.113024	0.034397	0.000762	0.018868	-0.000131
0.113024	0.035380	0.000762	0.018870	-0.000134
0.113024	0.036363	0.000762	0.018872	-0.000138
0.113024	0.037345	0.000762	0.018875	-0.000142
0.113024	0.038328	0.000762	0.018877	-0.000146
0.113024	0.039311	0.000762	0.018880	-0.000149
0.113024	0.040294	0.000762	0.018883	-0.000153
0.113024	0.041277	0.000762	0.018885	-0.000157
0.113024	0.042259	0.000762	0.018888	-0.000161
0.113024	0.043242	0.000762	0.018891	-0.000164
0.113024	0.044225	0.000763	0.018894	-0.000168
0.113024	0.045208	0.000763	0.018897	-0.000172
0.113024	0.046190	0.000763	0.018900	-0.000175
0.113024	0.047173	0.000763	0.018903	-0.000179
0.113024	0.048156	0.000763	0.018906	-0.000183
0.113024	0.049139	0.000763	0.018909	-0.000187
0.113024	0.050122	0.000763	0.018912	-0.000190
0.113024	0.051104	0.000763	0.018916	-0.000194
0.113024	0.052087	0.000764	0.018919	-0.000198
0.113024	0.053070	0.000764	0.018923	-0.000202
0.113024	0.054053	0.000764	0.018926	-0.000205
0.113024	0.055035	0.000764	0.018930	-0.000209
0.113024	0.056018	0.000764	0.018934	-0.000213
0.113024	0.057001	0.000764	0.018937	-0.000217
0.113024	0.057984	0.000764	0.018941	-0.000220
0.113024	0.058967	0.000765	0.018945	-0.000224
0.113024	0.059949	0.000765	0.018949	-0.000228
0.113024	0.060932	0.000765	0.018953	-0.000231
0.113024	0.061915	0.000765	0.018957	-0.000235
0.113024	0.062898	0.000765	0.018961	-0.000239
0.113024	0.063880	0.000765	0.018965	-0.000243
0.113024	0.064863	0.000766	0.018969	-0.000246
0.113024	0.065846	0.000766	0.018974	-0.000250
0.113024	0.066829	0.000766	0.018978	-0.000254
0.113024	0.067812	0.000766	0.018983	-0.000258
0.113024	0.068794	0.000766	0.018987	-0.000261
0.113024	0.069777	0.000766	0.018992	-0.000265
0.113024	0.070760	0.000767	0.018996	-0.000269
0.113024	0.071743	0.000767	0.019001	-0.000273
0.113024	0.072725	0.000767	0.019006	-0.000276
0.113024	0.073708	0.000767	0.019011	-0.000280
0.113024	0.074691	0.000767	0.019016	-0.000284
0.113024	0.075674	0.000768	0.019021	-0.000287
0.113024	0.076656	0.000768	0.019026	-0.000291
0.113024	0.077639	0.000768	0.019031	-0.000295
0.113024	0.078622	0.000768	0.019036	-0.000299
0.113024	0.079605	0.000768	0.019041	-0.000302
0.113024	0.080588	0.000769	0.019046	-0.000306
0.113024	0.081570	0.000769	0.019052	-0.000310
0.113024	0.082553	0.000769	0.019057	-0.000314
0.113024	0.083536	0.000769	0.019063	-0.000317
0.113024	0.084519	0.000770	0.019068	-0.000321
0.113024	0.085501	0.000770	0.019074	-0.000325
0.113024	0.086484	0.000770	0.019080	-0.000329
0.113024	0.087467	0.000770	0.019085	-0.000332
0.113024	0.088450	0.000770	0.019091	-0.000336
0.113024	0.089433	0.000771	0.019097	-0.000340
0.113024	0.090415	0.000771	0.019103	-0.000343
0.113024	0.091398	0.000771	0.019109	-0.000347
0.113024	0.092381	0.000771	0.019115	-0.000351
0.113024	0.093364	0.000772	0.019121	-0.000355
0.113024	0.094346	0.000772	0.019127	-0.000358
0.113024	0.095329	0.000772	0.019134	-0.000362
0.113024	0.096312	0.000772	0.019140	-0.000366
0.113024	0.097295	0.000773	0.019146	-0.000370
0.113024	0.098278	0.000773	0.019153	-0.000373
0.113024	0.099260	0.000773	0.019159	-0.000377
0.113024	0.100243	0.000773	0.019166	-0.000381
0.113024	0.101226	0.000774	0.019173	-0.000385
0.113024	0.102209	0.000774	0.019179	-0.000388
0.113024	0.103191	0.000774	0.019186	-0.000392
0.113024	0.104174	0.000775	0.019193	-0.000396
0.113024	0.105157	0.000775	0.019200	-0.000399
0.113024	0.106140	0.000775	0.019207	-0.000403
0.113024	0.107123	0.000775	0.019214	-0.000407
0.113024	0.108105	0.000776	0.019221	-0.000411
0.113024	0.109088	0.000776	0.019228	-0.000414
0.113024	0.110071	0.000776	0.019235	-0.000418
0.113024	0.111054	0.000777	0.019243	-0.000422
0.113024	0.112036	0.000777	0.019250	-0.000426
0.113024	0.113019	0.000777	0.019258	-0.000429
0.113024	0.114002	0.000777	0.019265	-0.000433
0.113024	0.114985	0.000778	0.019273	-0.000437
0.113024	0.115968	0.000778	0.019280	-0.000441
0.113024	0.116950	0.000778	0.019288	-0.000444
0.113024	0.117933	0.000779	0.019296	-0.000448
0.113024	0.118916	0.000779	0.019304	-0.000452
0.113024	0.119899	0.000779	0.019311	-0.000455
0.113024	0.120881	0.000780	0.019319	-0.000459
0.113024	0.121864	0.000780	0.019327	-0.000463
0.113024	0.122847	0.000780	0.019336	-0.000467
0.113024	0.123830	0.000781	0.019344	-0.000470
0.113024	0.124813	0.000781	0.019352	-0.000474
0.113024	0.125795	0.000781	0.019360	-0.000478
0.113024	0.126778	0.000782	0.019369	-0.000482
0.113024	0.127761	0.000782	0.019377	-0.000485
0.113024	0.128744	0.000782	0.019385	-0.000489
0.113024	0.129726	0.000783	0.019394	-0.000493
0.113024	0.130709	0.000783	0.019403	-0.000496
0.113024	0.131692	0.000783	0.019411	-0.000500
0.113024	0.132675	0.000784	0.019420	-0.000504
0.113024	0.133657	0.000784	0.019429	-0.000508
0.113024	0.134640	0.000784	0.019438	-0.000511
0.113024	0.135623	0.000785	0.019447	-0.000515
0.113024	0.136606	0.000785	0.019456	-0.000519
0.113024	0.137589	0.000785	0.019465	-0.000523
0.113024	0.138571	0.000786	0.019474	-0.000526
0.113024	0.139554	0.000786	0.019483	-0.000530
0.113024	0.140537	0.000787	0.019492	-0.000534
0.113024	0.141520	0.000787	0.019502	-0.000537
0.113024	0.142502	0.000787	0.019511	-0.000541
0.113024	0.143485	0.000788	0.019521	-0.000545
0.113024	0.144468	0.000788	0.019530	-0.000549
0.113024	0.145451	0.000788	0.019540	-0.000552
0.113024	0.146434	0.000789	0.019549	-0.000556
0.113024	0.147416	0.000789	0.019559	-0.000560
0.113024	0.148399	0.000790	0.019569	-0.000563
0.113024	0.149382	0.000790	0.019579	-0.000567
0.113024	0.150365	0.000790	0.019589	-0.000571
0.113024	0.151347	0.000791	0.019599	-0.000575
0.113024	0.152330	0.000791	0.019609	-0.000578
0.113024	0.153313	0.000792	0.019619	-0.000582
0.113024	0.154296	0.000792	0.019629	-0.000586
0.113024	0.155279	0.000792	0.019639	-0.000590
0.113024	0.156261	0.000793	0.019649	-0.000593
0.113024	0.157244	0.000793	0.019660	-0.000597
0.113024	0.158227	0.000794	0.019670	-0.000601
0.113024	0.159210	0.000794	0.019681	-0.000604
0.113024	0.160192	0.000795	0.019691	-0.000608
0.113024	0.161175	0.000795	0.019702	-0.000612
0.113024	0.162158	0.000795	0.019713	-0.000615
0.113024	0.163141	0.000796	0.019723	-0.000619
0.113024	0.164124	0.000796	0.019734	-0.000623
0.113024	0.165106	0.000797	0.019745	-0.000627
0.113024	0.166089	0.000797	0.019756	-0.000630
0.113024	0.167072	0.000798	0.019767	-0.000634
0.113024	0.168055	0.000798	0.019778	-0.000638
0.113024	0.169037	0.000798	0.019789	-0.000641
0.113024	0.170020	0.000799	0.019801	-0.000645
0.113024	0.171003	0.000799	0.019812	-0.000649
0.113024	0.171986	0.000800	0.019823	-0.000653
0.113024	0.172969	0.000800	0.019835	-0.000656
