r[m]	z[m]	psi[Wb]	Bz[T]	Br[T]
0.113024	0.000000	0.000719	0.017832	0.000000
0.113024	0.000983	0.000719	0.017832	-0.000003
0.113024	0.001966	0.000719	0.017832	-0.000005
0.113024	0.002948	0.000719	0.017833	-0.000008
0.113024	0.003931	0.000719	0.017833	-0.000011
0.113024	0.004914	0.000719	0.017833	-0.000013
0.113024	0.005897	0.000719	0.017833	-0.000016
0.113024	0.006879	0.000719	0.017834	-0.000019
0.113024	0.007862	0.000719	0.017834	-0.000021
0.113024	0.008845	0.000719	0.017834	-0.000024
0.113024	0.009828	0.000719	0.017835	-0.000027
0.113024	0.010811	0.000719	0.017835	-0.000029
0.113024	0.011793	0.000719	0.017836	-0.000032
0.113024	0.012776	0.000719	0.017836	-0.000035
0.113024	0.013759	0.000719	0.017837	-0.000037
0.113024	0.014742	0.000719	0.017838	-0.000040
0.113024	0.015724	0.000719	0.017838	-0.000043
0.113024	0.016707	0.000719	0.017839	-0.000045
0.113024	0.017690	0.000719	0.017840	-0.000048
0.113024	0.018673	0.000719	0.017841	-0.000051
0.113024	0.019656	0.000719	0.017842	-0.000053
0.113024	0.020638	0.000719	0.017843	-0.000056
0.113024	0.021621	0.000719	0.017844	-0.000059
0.113024	0.022604	0.000719	0.017845	-0.000061
0.113024	0.023587	0.000719	0.017846	-0.000064
0.113024	0.024569	0.000719	0.017847	-0.000067
0.113024	0.025552	0.000719	0.017849	-0.000069
0.113024	0.026535	0.000719	0.017850	-0.000072
0.113024	0.027518	0.000719	0.017851	-0.000075
0.113024	0.028500	0.000719	0.017852	-0.000077
0.113024	0.029483	0.000720	0.017854	-0.000080
0.113024	0.030466	0.000720	0.017855	-0.000083
0.113024	0.031449	0.000720	0.017857	-0.000085
0.113024	0.032432	0.000720	0.017858	-0.000088
0.113024	0.033414	0.000720	0.017860	-0.000091
0.113024	0.034397	0.000720	0.017862	-0.000093
0.113024	0.035380	0.000720	0.017863	-0.000096
0.113024	0.036363	0.000720	0.017865	-0.000099
0.113024	0.037345	0.000720	0.017867	-0.000101
0.113024	0.038328	0.000720	0.017869	-0.000104
0.113024	0.039311	0.000720	0.017871	-0.000107
0.113024	0.040294	0.000720	0.017873	-0.000109
0.113024	0.041277	0.000720	0.017875	-0.000112
0.113024	0.042259	0.000720	0.017877	-0.000114
0.113024	0.043242	0.000721	0.017879	-0.000117
0.113024	0.044225	0.000721	0.017881	-0.000120
0.113024	0.045208	0.000721	0.017883	-0.000122
0.113024	0.046190	0.000721	0.017885	-0.000125
0.113024	0.047173	0.000721	0.017887	-0.000128
0.113024	0.048156	0.000721	0.017890	-0.000130
0.113024	0.049139	0.000721	0.017892	-0.000133
0.113024	0.050122	0.000721	0.017894	-0.000135
0.113024	0.051104	0.000721	0.017897	-0.000138
0.113024	0.052087	0.000721	0.017899	-0.000141
0.113024	0.053070	0.000721	0.017902	-0.000143
0.113024	0.054053	0.000722	0.017905	-0.000146
0.113024	0.055035	0.000722	0.017907	-0.000149
0.113024	0.056018	0.000722	0.017910	-0.000151
0.113024	0.057001	0.000722	0.017913	-0.000154
0.113024	0.057984	0.000722	0.017915	-0.000156
0.113024	0.058967	0.000722	0.017918	-0.000159
0.113024	0.059949	0.000722	0.017921	-0.000162
0.113024	0.060932	0.000722	0.017924	-0.000164
0.113024	0.061915	0.000722	0.017927	-0.000167
0.113024	0.062898	0.000723	0.017930	-0.000169
0.113024	0.063880	0.000723	0.017933	-0.000172
0.113024	0.064863	0.000723	0.017936	-0.000174
0.113024	0.065846	0.000723	0.017939	-0.000177
0.113024	0.066829	0.000723	0.017942	-0.000180
0.113024	0.067812	0.000723	0.017946	-0.000182
0.113024	0.068794	0.000723	0.017949	-0.000185
0.113024	0.069777	0.000723	0.017952	-0.000187
0.113024	0.070760	0.000724	0.017956	-0.000190
0.113024	0.071743	0.000724	0.017959	-0.000192
0.113024	0.072725	0.000724	0.017963	-0.000195
0.113024	0.073708	0.000724	0.017966	-0.000197
0.113024	0.074691	0.000724	0.017970	-0.000200
0.113024	0.075674	0.000724	0.017973	-0.000203
0.113024	0.076656	0.000724	0.017977	-0.000205
0.113024	0.077639	0.000724	0.017981	-0.000208
0.113024	0.078622	0.000725	0.017984	-0.000210
0.113024	0.079605	0.000725	0.017988	-0.000213
0.113024	0.080588	0.000725	0.017992	-0.000215
0.113024	0.081570	0.000725	0.017996	-0.000218
0.113024	0.082553	0.000725	0.018000	-0.000220
0.113024	0.083536	0.000725	0.018004	-0.000223
0.113024	0.084519	0.000726	0.018008	-0.000225
0.113024	0.085501	0.000726	0.018012	-0.000228
0.113024	0.086484	0.000726	0.018016	-0.000230
0.113024	0.087467	0.000726	0.018020	-0.000233
0.113024	0.088450	0.000726	0.018024	-0.000235
0.113024	0.089433	0.000726	0.018029	-0.000238
0.113024	0.090415	0.000727	0.018033	-0.000240
0.113024	0.091398	0.000727	0.018037	-0.000243
0.113024	0.092381	0.000727	0.018042	-0.000245
0.113024	0.093364	0.000727	0.018046	-0.000248
0.113024	0.094346	0.000727	0.018051	-0.000250
0.113024	0.095329	0.000727	0.018055	-0.000253
0.113024	0.096312	0.000728	0.018060	-0.000255
0.113024	0.097295	0.000728	0.018064	-0.000257
0.113024	0.098278	0.000728	0.018069	-0.000260
0.113024	0.099260	0.000728	0.018074	-0.000262
0.113024	0.100243	0.000728	0.018078	-0.000265
0.113024	0.101226	0.000728	0.018083	-0.000267
0.113024	0.102209	0.000729	0.018088	-0.000270
0.113024	0.103191	0.000729	0.018093	-0.000272
0.113024	0.104174	0.000729	0.018098	-0.000274
0.113024	0.105157	0.000729	0.018103	-0.000277
0.113024	0.106140	0.000729	0.018108	-0.000279
0.113024	0.107123	0.000730	0.018113	-0.000282
0.113024	0.108105	0.000730	0.018118	-0.000284
0.113024	0.109088	0.000730	0.018123	-0.000286
