r[m]	z[m]	psi[Wb]	Bz[T]	Br[T]
0.113024	0.000000	0.000097	-0.213152	0.000000
0.113024	0.058967	0.000132	-0.204640	-0.001637
0.113024	0.117933	0.000232	-0.179997	-0.003112
0.113024	0.176900	0.000386	-0.142978	-0.004130
0.113024	0.235866	0.000568	-0.101200	-0.004430
0.113024	0.294833	0.000749	-0.063150	-0.004176
0.113024	0.353799	0.000916	-0.033138	-0.003791
0.113024	0.412766	0.001068	-0.011015	-0.003523
0.113024	0.471732	0.001213	0.005087	-0.003409
0.113024	0.530699	0.001356	0.017037	-0.003403
0.113024	0.589665	0.001499	0.026237	-0.003441
0.113024	0.648632	0.001643	0.033627	-0.003460
0.113024	0.707598	0.001787	0.039782	-0.003398
0.113024	0.766565	0.001926	0.045008	-0.003200
0.113024	0.825531	0.002053	0.049418	-0.002822
0.113024	0.884498	0.002160	0.052995	-0.002247
0.113024	0.943465	0.002239	0.055658	-0.001494
0.121797	0.993586	0.002649	0.057270	-0.000904
0.180285	0.993586	0.005863	0.058544	-0.001697
0.238772	0.993586	0.010445	0.060500	-0.002486
0.297260	0.993586	0.016537	0.063272	-0.003350
0.355747	0.993586	0.024354	0.067126	-0.004396
0.414235	0.993586	0.034222	0.072553	-0.005820
0.472722	0.993586	0.046668	0.080584	-0.008005
0.531210	0.993586	0.062671	0.094050	-0.011842
0.589697	0.993586	0.084994	0.132388	-0.023973
0.593596	0.938551	0.078162	0.088330	-0.045611
0.593596	0.879584	0.068537	0.065759	-0.041355
0.593596	0.820618	0.060055	0.052437	-0.035765
0.593596	0.761651	0.052783	0.043811	-0.030450
0.593596	0.702685	0.046615	0.038178	-0.025754
0.593596	0.643718	0.041406	0.034750	-0.021726
0.593596	0.584751	0.037014	0.033213	-0.018317
0.593596	0.525785	0.033309	0.033603	-0.015455
0.593596	0.466818	0.030180	0.036300	-0.013076
0.593596	0.407852	0.027524	0.042225	-0.011164
0.593596	0.348885	0.025223	0.053934	-0.009935
0.593596	0.289919	0.022604	0.098311	-0.027200
0.642336	0.280091	0.026636	0.018977	-0.031767
0.689126	0.268298	0.029667	0.021653	-0.008417
0.689126	0.209331	0.027797	0.041928	-0.006223
0.689126	0.150365	0.026461	0.055245	-0.004296
0.689126	0.091398	0.025585	0.063894	-0.002585
0.689126	0.032432	0.025138	0.068454	-0.000918
