r[m]	z[m]	psi[Wb]	Bz[T]	Br[T]
0.113024	0.000000	0.000772	0.019122	0.000000
0.113024	0.058967	0.000777	0.019242	-0.000232
0.113024	0.117933	0.000791	0.019606	-0.000465
0.113024	0.176900	0.000816	0.020212	-0.000698
0.113024	0.235866	0.000850	0.021063	-0.000929
0.113024	0.294833	0.000893	0.022156	-0.001154
0.113024	0.353799	0.000946	0.023484	-0.001364
0.113024	0.412766	0.001007	0.025026	-0.001538
0.113024	0.471732	0.001074	0.026741	-0.001645
0.113024	0.530699	0.001143	0.028548	-0.001626
0.113024	0.589665	0.001207	0.030302	-0.001373
0.113024	0.648632	0.001252	0.031739	-0.000681
0.113024	0.707598	0.001252	0.032369	0.000879
0.113024	0.766565	0.001154	0.031195	0.004254
0.113024	0.825531	0.000840	0.025586	0.011739
0.113024	0.884498	0.000036	0.002898	0.028941
0.113024	0.943465	-0.001201	-0.266055	-0.006791
0.121797	0.993586	0.000287	-0.017412	-0.185856
0.180285	0.993586	0.002517	0.058342	-0.097091
0.238772	0.993586	0.006808	0.054843	-0.016892
0.297260	0.993586	0.012237	0.055537	-0.006324
0.355747	0.993586	0.018995	0.057270	-0.004785
0.414235	0.993586	0.027301	0.060305	-0.005230
0.472722	0.993586	0.037489	0.064906	-0.006678
0.531210	0.993586	0.050045	0.071456	-0.009151
0.589697	0.993586	0.065619	0.079823	-0.013389
0.593596	0.938551	0.063304	0.075290	-0.019506
0.593596	0.879584	0.057088	0.059174	-0.031515
0.593596	0.820618	0.050474	0.046245	-0.028363
0.593596	0.761651	0.044652	0.037861	-0.024577
0.593596	0.702685	0.039649	0.031889	-0.020981
0.593596	0.643718	0.035395	0.027464	-0.017773
0.593596	0.584751	0.031800	0.024100	-0.014981
0.593596	0.525785	0.028778	0.021496	-0.012568
0.593596	0.466818	0.026249	0.019454	-0.010479
0.593596	0.407852	0.024148	0.017840	-0.008659
0.593596	0.348885	0.022424	0.016566	-0.007057
0.593596	0.289919	0.021032	0.015567	-0.005628
0.642336	0.280091	0.023641	0.014294	-0.005617
0.689126	0.268298	0.026041	0.013049	-0.005462
0.689126	0.209331	0.024821	0.012548	-0.004121
0.689126	0.150365	0.023928	0.012184	-0.002886
0.689126	0.091398	0.023341	0.011946	-0.001725
0.689126	0.032432	0.023044	0.011825	-0.000607
