r[m]	z[m]	psi[Wb]	Bz[T]	Br[T]
0.689126	0.086484	0.026471	0.037171	-0.001849
0.689126	0.185745	0.027736	0.029088	-0.004087
0.689126	0.280091	0.029913	0.013857	-0.006585
0.646235	0.280091	0.027313	0.015174	-0.016831
0.593596	0.285005	0.023600	0.056419	-0.027564
0.593596	0.403921	0.027468	0.028563	-0.008661
0.593596	0.522837	0.032027	0.025455	-0.012095
0.593596	0.641752	0.038376	0.028260	-0.016743
0.593596	0.760668	0.047037	0.036572	-0.022408
0.593596	0.879584	0.058064	0.052997	-0.026491
0.593596	0.993586	0.068277	0.076089	-0.017994
0.475647	0.993586	0.041403	0.060740	-0.007754
0.353798	0.993586	0.023491	0.052551	-0.004072
0.230974	0.993586	0.012148	0.048153	-0.002177
0.113024	0.993586	0.006146	0.046052	-0.000778
0.113024	0.887446	0.006047	0.042965	-0.001788
0.113024	0.776393	0.005879	0.037753	-0.002399
0.113024	0.665339	0.005681	0.030915	-0.002571
0.113024	0.554285	0.005481	0.022064	-0.002480
0.113024	0.444215	0.005292	0.009307	-0.002365
0.113024	0.333161	0.005104	-0.012169	-0.002444
0.113024	0.222107	0.004905	-0.046979	-0.002535
0.113024	0.111054	0.004732	-0.083896	-0.001647
0.113024	0.000000	0.004665	-0.099014	-0.000006
