r[m]	z[m]	psi[Wb]	Bz[T]	Br[T]
0.113024	0.000000	0.000733	0.018171	0.000000
0.113024	0.058967	0.000737	0.018272	-0.000191
0.113024	0.117933	0.000749	0.018573	-0.000378
0.113024	0.176900	0.000768	0.019068	-0.000554
0.113024	0.235866	0.000795	0.019744	-0.000708
0.113024	0.294833	0.000827	0.020575	-0.000822
0.113024	0.353799	0.000863	0.021511	-0.000859
0.113024	0.412766	0.000897	0.022464	-0.000760
0.113024	0.471732	0.000923	0.023269	-0.000413
0.113024	0.530699	0.000926	0.023619	0.000383
0.113024	0.589665	0.000880	0.022893	0.001969
0.113024	0.648632	0.000743	0.019554	0.004771
0.113024	0.707598	0.000479	0.007491	0.007006
0.113024	0.766565	0.000361	-0.090507	-0.001615
0.113024	0.825531	0.000535	-0.148403	-0.006049
0.113024	0.884498	0.000864	-0.127069	-0.009940
0.113024	0.943465	0.001390	-0.022413	-0.012393
0.121797	0.993586	0.001941	0.039399	-0.012763
0.180285	0.993586	0.004266	0.044190	-0.032039
0.238772	0.993586	0.007814	0.047508	-0.024252
0.297260	0.993586	0.012619	0.049964	-0.015290
0.355747	0.993586	0.018780	0.052748	-0.010411
0.414235	0.993586	0.026488	0.056270	-0.008679
0.472722	0.993586	0.036024	0.060881	-0.009161
0.531210	0.993586	0.047811	0.067116	-0.011776
0.589697	0.993586	0.062492	0.075785	-0.017589
0.593596	0.938551	0.059078	0.065502	-0.024845
0.593596	0.879584	0.053366	0.054011	-0.026336
0.593596	0.820618	0.047733	0.044788	-0.024529
0.593596	0.761651	0.042679	0.038338	-0.021317
0.593596	0.702685	0.038126	0.033244	-0.020710
0.593596	0.643718	0.033934	0.027689	-0.017411
0.593596	0.584751	0.030435	0.024035	-0.014488
0.593596	0.525785	0.027526	0.021301	-0.012041
0.593596	0.466818	0.025111	0.019182	-0.009975
0.593596	0.407852	0.023117	0.017519	-0.008207
0.593596	0.348885	0.021485	0.016212	-0.006670
0.593596	0.289919	0.020170	0.015194	-0.005311
0.642336	0.280091	0.022725	0.013971	-0.005345
0.689126	0.268298	0.025079	0.012768	-0.005228
0.689126	0.209331	0.023911	0.012258	-0.003939
0.689126	0.150365	0.023058	0.011887	-0.002757
0.689126	0.091398	0.022498	0.011645	-0.001647
0.689126	0.032432	0.022214	0.011523	-0.000579
