r[m]	z[m]	psi[Wb]	Bz[T]	Br[T]
0.113024	0.000000	0.000534	0.013574	0.000000
0.113024	0.058967	0.000523	0.013332	0.000555
0.113024	0.117933	0.000485	0.012519	0.001282
0.113024	0.176900	0.000410	0.010834	0.002372
0.113024	0.235866	0.000279	0.007572	0.003953
0.113024	0.294833	0.000081	0.000813	0.005259
0.113024	0.353799	-0.000035	-0.031582	-0.000483
0.113024	0.412766	0.000088	-0.081079	-0.004082
0.113024	0.471732	0.000273	-0.100717	-0.004681
0.113024	0.530699	0.000483	-0.098061	-0.005382
0.113024	0.589665	0.000733	-0.073341	-0.006659
0.113024	0.648632	0.001041	-0.024285	-0.007300
0.113024	0.707598	0.001286	0.010425	-0.004655
0.113024	0.766565	0.001453	0.025647	-0.003480
0.113024	0.825531	0.001584	0.033978	-0.002798
0.113024	0.884498	0.001689	0.039346	-0.002203
0.113024	0.943465	0.001768	0.043087	-0.001576
0.121797	0.993586	0.002108	0.045522	-0.001270
0.180285	0.993586	0.004661	0.046479	-0.002782
0.238772	0.993586	0.008293	0.047882	-0.003937
0.297260	0.993586	0.013103	0.049802	-0.004855
0.355747	0.993586	0.019229	0.052361	-0.005724
0.414235	0.993586	0.026872	0.055763	-0.006826
0.472722	0.993586	0.036322	0.060335	-0.008575
0.531210	0.993586	0.048009	0.066598	-0.011686
0.589697	0.993586	0.062591	0.075346	-0.017646
0.593596	0.938551	0.059146	0.065021	-0.025037
0.593596	0.879584	0.053367	0.053591	-0.026786
0.593596	0.820618	0.047591	0.044562	-0.025415
0.593596	0.761651	0.042274	0.037978	-0.022832
0.593596	0.702685	0.037566	0.033283	-0.019974
0.593596	0.643718	0.033480	0.029880	-0.017216
0.593596	0.584751	0.029978	0.027261	-0.014666
0.593596	0.525785	0.027016	0.025038	-0.012306
0.593596	0.466818	0.024558	0.023002	-0.010050
0.593596	0.407852	0.022598	0.021266	-0.007761
0.593596	0.348885	0.021145	0.021023	-0.005588
0.593596	0.289919	0.019654	0.018212	-0.006700
0.642336	0.280091	0.022562	0.015377	-0.007565
0.689126	0.268298	0.024950	0.012894	-0.006782
0.689126	0.209331	0.023493	0.012741	-0.004744
0.689126	0.150365	0.022489	0.012400	-0.003176
0.689126	0.091398	0.021851	0.012126	-0.001848
0.689126	0.032432	0.021535	0.011978	-0.000642
