23,151
23,253
23,355
23,456
23,558
23,660
23,762
23,863
23,965
23,1067
23,1169
23,1270
23,1372
23,1474
23,1576
23,1677
23,1779
23,1881
286,2023
440,2023
488,1881
488,1779
488,1677
488,1576
488,1474
488,1372
488,1270
488,1169
488,1067
494,863
494,762
494,660
494,558
494,456
494,355
494,253
494,151
440,9
286,9
