r[m]	z[m]	psi[Wb]	Bz[T]	Br[T]
0.113024	0.000000	0.000644	0.016102	0.000000
0.113024	0.058967	0.000643	0.016073	0.000091
0.113024	0.117933	0.000636	0.015957	0.000250
0.113024	0.176900	0.000620	0.015656	0.000563
0.113024	0.235866	0.000585	0.014966	0.001161
0.113024	0.294833	0.000516	0.013491	0.002240
0.113024	0.353799	0.000388	0.010381	0.003991
0.113024	0.412766	0.000179	0.003254	0.005728
0.113024	0.471732	0.000045	-0.036423	-0.000188
0.113024	0.530699	0.000176	-0.095851	-0.004563
0.113024	0.589665	0.000390	-0.115127	-0.005593
0.113024	0.648632	0.000649	-0.103151	-0.006871
0.113024	0.707598	0.000982	-0.056113	-0.009075
0.113024	0.766565	0.001318	0.001100	-0.006061
0.113024	0.825531	0.001517	0.024320	-0.003783
0.113024	0.884498	0.001651	0.035017	-0.002688
0.113024	0.943465	0.001746	0.041267	-0.001865
0.121797	0.993586	0.002092	0.045111	-0.001690
0.180285	0.993586	0.004624	0.046150	-0.004159
0.238772	0.993586	0.008236	0.047660	-0.005655
0.297260	0.993586	0.013028	0.049676	-0.006454
0.355747	0.993586	0.019144	0.052307	-0.006976
0.414235	0.993586	0.026784	0.055758	-0.007691
0.472722	0.993586	0.036235	0.060360	-0.009109
0.531210	0.993586	0.047929	0.066640	-0.011963
0.589697	0.993586	0.062521	0.075397	-0.017723
0.593596	0.938551	0.059063	0.065234	-0.025104
0.593596	0.879584	0.053269	0.053954	-0.026848
0.593596	0.820618	0.047481	0.045009	-0.025458
0.593596	0.761651	0.042159	0.038386	-0.022832
0.593596	0.702685	0.037460	0.033473	-0.019892
0.593596	0.643718	0.033405	0.029663	-0.016995
0.593596	0.584751	0.029975	0.026542	-0.014214
0.593596	0.525785	0.027149	0.024032	-0.011487
0.593596	0.466818	0.024915	0.023022	-0.008974
0.593596	0.407852	0.022782	0.019942	-0.009356
0.593596	0.348885	0.020967	0.017540	-0.007212
0.593596	0.289919	0.019578	0.016030	-0.005489
0.642336	0.280091	0.022254	0.014529	-0.005677
0.689126	0.268298	0.024676	0.013097	-0.005557
0.689126	0.209331	0.023448	0.012542	-0.004099
0.689126	0.150365	0.022567	0.012120	-0.002828
0.689126	0.091398	0.021994	0.011838	-0.001674
0.689126	0.032432	0.021707	0.011695	-0.000586
