r[m]	z[m]	psi[Wb]	Bz[T]	Br[T]
0.113024	0.000000	0.000616	0.015454	0.000000
0.113024	0.058967	0.000612	0.015374	0.000204
0.113024	0.117933	0.000598	0.015092	0.000502
0.113024	0.176900	0.000567	0.014466	0.001014
0.113024	0.235866	0.000508	0.013197	0.001911
0.113024	0.294833	0.000399	0.010667	0.003390
0.113024	0.353799	0.000217	0.005353	0.005285
0.113024	0.412766	0.000011	-0.012182	0.001342
0.113024	0.471732	0.000083	-0.077115	-0.003865
0.113024	0.530699	0.000274	-0.107247	-0.005024
0.113024	0.589665	0.000503	-0.107801	-0.005925
0.113024	0.648632	0.000782	-0.080190	-0.007506
0.113024	0.707598	0.001129	-0.022672	-0.007915
0.113024	0.766565	0.001383	0.013841	-0.004666
0.113024	0.825531	0.001547	0.028937	-0.003302
0.113024	0.884498	0.001667	0.036980	-0.002467
0.113024	0.943465	0.001755	0.042064	-0.001739
0.121797	0.993586	0.002098	0.045280	-0.001507
0.180285	0.993586	0.004639	0.046282	-0.003559
0.238772	0.993586	0.008259	0.047745	-0.004927
0.297260	0.993586	0.013058	0.049720	-0.005803
0.355747	0.993586	0.019177	0.052322	-0.006491
0.414235	0.993586	0.026817	0.055755	-0.007373
0.472722	0.993586	0.036267	0.060346	-0.008923
0.531210	0.993586	0.047958	0.066621	-0.011870
0.589697	0.993586	0.062545	0.075376	-0.017697
0.593596	0.938551	0.059091	0.065160	-0.025083
0.593596	0.879584	0.053302	0.053836	-0.026830
0.593596	0.820618	0.047516	0.044877	-0.025452
0.593596	0.761651	0.042194	0.038291	-0.022846
0.593596	0.702685	0.037488	0.033481	-0.019943
0.593596	0.643718	0.033416	0.029825	-0.017107
0.593596	0.584751	0.029952	0.026850	-0.014427
0.593596	0.525785	0.027063	0.024313	-0.011852
0.593596	0.466818	0.024739	0.022389	-0.009278
0.593596	0.407852	0.022914	0.022668	-0.008916
0.593596	0.348885	0.021010	0.018305	-0.007662
0.593596	0.289919	0.019545	0.016426	-0.005736
0.642336	0.280091	0.022267	0.014730	-0.005979
0.689126	0.268298	0.024699	0.013151	-0.005792
0.689126	0.209331	0.023426	0.012625	-0.004229
0.689126	0.150365	0.022520	0.012205	-0.002899
0.689126	0.091398	0.021934	0.011918	-0.001709
0.689126	0.032432	0.021641	0.011771	-0.000597
