r[m]	z[m]	psi[Wb]	Bz[T]	Br[T]
0.113024	0.000000	-0.000388	-0.070934	0.000000
0.113024	0.000983	-0.000388	-0.070936	0.000023
0.113024	0.001966	-0.000388	-0.070941	0.000047
0.113024	0.002948	-0.000388	-0.070950	0.000070
0.113024	0.003931	-0.000388	-0.070962	0.000093
0.113024	0.004914	-0.000388	-0.070978	0.000116
0.113024	0.005897	-0.000388	-0.070997	0.000139
0.113024	0.006879	-0.000388	-0.071020	0.000161
0.113024	0.007862	-0.000388	-0.071046	0.000183
0.113024	0.008845	-0.000388	-0.071075	0.000205
0.113024	0.009828	-0.000388	-0.071108	0.000226
0.113024	0.010811	-0.000389	-0.071144	0.000247
0.113024	0.011793	-0.000389	-0.071183	0.000268
0.113024	0.012776	-0.000389	-0.071225	0.000288
0.113024	0.013759	-0.000389	-0.071270	0.000307
0.113024	0.014742	-0.000389	-0.071318	0.000326
0.113024	0.015724	-0.000390	-0.071369	0.000344
0.113024	0.016707	-0.000390	-0.071423	0.000362
0.113024	0.017690	-0.000390	-0.071480	0.000379
0.113024	0.018673	-0.000390	-0.071539	0.000395
0.113024	0.019656	-0.000391	-0.071601	0.000410
0.113024	0.020638	-0.000391	-0.071665	0.000425
0.113024	0.021621	-0.000391	-0.071732	0.000439
0.113024	0.022604	-0.000392	-0.071801	0.000452
0.113024	0.023587	-0.000392	-0.071872	0.000464
0.113024	0.024569	-0.000392	-0.071945	0.000475
0.113024	0.025552	-0.000392	-0.072020	0.000485
0.113024	0.026535	-0.000393	-0.072097	0.000494
0.113024	0.027518	-0.000393	-0.072176	0.000502
0.113024	0.028500	-0.000394	-0.072256	0.000509
0.113024	0.029483	-0.000394	-0.072338	0.000515
0.113024	0.030466	-0.000394	-0.072421	0.000520
0.113024	0.031449	-0.000395	-0.072506	0.000523
0.113024	0.032432	-0.000395	-0.072592	0.000526
0.113024	0.033414	-0.000395	-0.072679	0.000527
0.113024	0.034397	-0.000396	-0.072766	0.000527
0.113024	0.035380	-0.000396	-0.072855	0.000526
0.113024	0.036363	-0.000396	-0.072945	0.000524
0.113024	0.037345	-0.000397	-0.073035	0.000520
