r[m]	z[m]	psi[Wb]	Bz[T]	Br[T]
0.689126	0.086484	0.019940	0.018835	-0.005170
0.689126	0.185745	0.023078	0.017651	-0.009165
0.689126	0.280091	0.027331	0.011372	-0.010810
0.646235	0.280091	0.025351	0.010485	-0.016665
0.593596	0.285005	0.023633	0.062437	-0.033830
0.593596	0.403921	0.027896	0.033006	-0.008594
0.593596	0.522837	0.031849	0.029568	-0.009958
0.593596	0.641752	0.037178	0.030806	-0.014459
0.593596	0.760668	0.044921	0.038095	-0.020598
0.593596	0.879584	0.055244	0.053910	-0.025099
0.593596	0.993586	0.064972	0.076602	-0.017051
0.475647	0.993586	0.037791	0.061615	-0.006809
0.353798	0.993586	0.019571	0.053532	-0.003204
0.230974	0.993586	0.008005	0.049093	-0.001578
0.113024	0.993586	0.001880	0.047021	-0.000573
0.113024	0.887446	0.001804	0.044493	-0.001504
0.113024	0.776393	0.001660	0.039798	-0.002078
0.113024	0.665339	0.001480	0.033369	-0.002436
0.113024	0.554285	0.001279	0.024847	-0.002722
0.113024	0.444215	0.001038	0.011701	-0.003654
0.113024	0.333161	0.000665	-0.012893	-0.006183
0.113024	0.222107	0.000039	-0.058436	-0.009207
0.113024	0.111054	-0.000631	-0.097920	-0.008361
0.113024	0.000000	-0.001490	-0.073528	-0.000072
