r[m]	z[m]	psi[Wb]	Bz[T]	Br[T]
0.113024	0.000000	0.000667	0.016615	0.000000
0.113024	0.058967	0.000667	0.016624	0.000008
0.113024	0.117933	0.000665	0.016632	0.000062
0.113024	0.176900	0.000660	0.016568	0.000226
0.113024	0.235866	0.000644	0.016296	0.000595
0.113024	0.294833	0.000605	0.015551	0.001322
0.113024	0.353799	0.000525	0.013814	0.002633
0.113024	0.412766	0.000374	0.009891	0.004665
0.113024	0.471732	0.000146	-0.000329	0.005296
0.113024	0.530699	0.000108	-0.064817	-0.002721
0.113024	0.589665	0.000284	-0.111217	-0.005095
0.113024	0.648632	0.000523	-0.118142	-0.006315
0.113024	0.707598	0.000823	-0.089798	-0.008224
0.113024	0.766565	0.001207	-0.023420	-0.008652
0.113024	0.825531	0.001472	0.016603	-0.004628
0.113024	0.884498	0.001629	0.032064	-0.003023
0.113024	0.943465	0.001734	0.040139	-0.002042
0.121797	0.993586	0.002084	0.044895	-0.001947
0.180285	0.993586	0.004606	0.045989	-0.004994
0.238772	0.993586	0.008208	0.047565	-0.006625
0.297260	0.993586	0.012994	0.049634	-0.007266
0.355747	0.993586	0.019107	0.052299	-0.007537
0.414235	0.993586	0.026747	0.055769	-0.008030
0.472722	0.993586	0.036201	0.060381	-0.009293
0.531210	0.993586	0.047899	0.066666	-0.012049
0.589697	0.993586	0.062496	0.075424	-0.017746
0.593596	0.938551	0.059035	0.065307	-0.025121
0.593596	0.879584	0.053237	0.054059	-0.026858
0.593596	0.820618	0.047449	0.045107	-0.025452
0.593596	0.761651	0.042132	0.038419	-0.022795
0.593596	0.702685	0.037446	0.033382	-0.019805
0.593596	0.643718	0.033419	0.029426	-0.016826
0.593596	0.584751	0.030039	0.026251	-0.013915
0.593596	0.525785	0.027295	0.024135	-0.011070
0.593596	0.466818	0.024918	0.022131	-0.011178
0.593596	0.407852	0.022713	0.018954	-0.008879
0.593596	0.348885	0.020983	0.017087	-0.006923
0.593596	0.289919	0.019640	0.015757	-0.005347
0.642336	0.280091	0.022281	0.014369	-0.005501
0.689126	0.268298	0.024690	0.013025	-0.005408
0.689126	0.209331	0.023491	0.012466	-0.004016
0.689126	0.150365	0.022626	0.012050	-0.002783
0.689126	0.091398	0.022061	0.011775	-0.001652
0.689126	0.032432	0.021777	0.011635	-0.000579
