r[m]	z[m]	psi[Wb]	Bz[T]	Br[T]
0.113024	0.000000	-0.000427	-0.011160	0.000000
0.113024	0.058967	-0.000416	-0.016661	-0.002263
0.113024	0.117933	-0.000264	-0.047782	-0.004284
0.113024	0.176900	-0.000086	-0.067995	-0.004106
0.113024	0.235866	0.000077	-0.077156	-0.003740
0.113024	0.294833	0.000232	-0.077400	-0.003672
0.113024	0.353799	0.000390	-0.069306	-0.003934
0.113024	0.412766	0.000566	-0.051873	-0.004548
0.113024	0.471732	0.000774	-0.022767	-0.005205
0.113024	0.530699	0.000969	0.002943	-0.004033
0.113024	0.589665	0.001122	0.016499	-0.003387
0.113024	0.648632	0.001257	0.024711	-0.003106
0.113024	0.707598	0.001383	0.030522	-0.002914
0.113024	0.766565	0.001501	0.035052	-0.002694
0.113024	0.825531	0.001608	0.038737	-0.002388
0.113024	0.884498	0.001699	0.041724	-0.001965
0.113024	0.943465	0.001771	0.044028	-0.001423
0.121797	0.993586	0.002106	0.045534	-0.001012
0.180285	0.993586	0.004659	0.046450	-0.001830
0.238772	0.993586	0.008287	0.047798	-0.002631
0.297260	0.993586	0.013085	0.049662	-0.003490
0.355747	0.993586	0.019191	0.052175	-0.004517
0.414235	0.993586	0.026806	0.055544	-0.005899
0.472722	0.993586	0.036218	0.060098	-0.007978
0.531210	0.993586	0.047861	0.066356	-0.011417
0.589697	0.993586	0.062394	0.075109	-0.017685
0.593596	0.938551	0.058932	0.064498	-0.025106
0.593596	0.879584	0.053135	0.052744	-0.026869
0.593596	0.820618	0.047339	0.043374	-0.025522
0.593596	0.761651	0.041995	0.036462	-0.022980
0.593596	0.702685	0.037248	0.031525	-0.020192
0.593596	0.643718	0.033102	0.028091	-0.017554
0.593596	0.584751	0.029505	0.025802	-0.015200
0.593596	0.525785	0.026393	0.024385	-0.013153
0.593596	0.466818	0.023699	0.023591	-0.011389
0.593596	0.407852	0.021366	0.023168	-0.009870
0.593596	0.348885	0.019342	0.022941	-0.008571
0.593596	0.289919	0.017533	0.024890	-0.009397
0.642336	0.280091	0.020188	0.014446	-0.008713
0.689126	0.268298	0.022551	0.013543	-0.006688
0.689126	0.209331	0.021018	0.014259	-0.005326
0.689126	0.150365	0.019829	0.014153	-0.003981
0.689126	0.091398	0.018991	0.013662	-0.002559
0.689126	0.032432	0.018549	0.013285	-0.000877
