#####################################################################
# Radial profile of PSI at Z=-0.002[m](PSI( 9650[us]) : /experiment-kashiwa/cdf/180515/009B.cdf)
# X:r[m]
# Y0: PSI[mWb]
1.100000E-01  0.000000E+00
1.214286E-01  2.353319E-01
1.328571E-01  4.740326E-01
1.442857E-01  7.132167E-01
1.557143E-01  9.506516E-01
1.671429E-01  1.184906E+00
1.785714E-01  1.415495E+00
1.900000E-01  1.642940E+00
2.014286E-01  1.868247E+00
2.128571E-01  2.092081E+00
2.242857E-01  2.314341E+00
2.357143E-01  2.533913E+00
2.471429E-01  2.748419E+00
2.585714E-01  2.954038E+00
2.700000E-01  3.146005E+00
2.814286E-01  3.319527E+00
2.928571E-01  3.470216E+00
3.042857E-01  3.594211E+00
3.157143E-01  3.688301E+00
3.271429E-01  3.750026E+00
3.385714E-01  3.777582E+00
3.500000E-01  3.769537E+00
3.614286E-01  3.724718E+00
3.728571E-01  3.642218E+00
3.842857E-01  3.521423E+00
3.957143E-01  3.362026E+00
4.071429E-01  3.164104E+00
4.185714E-01  2.928250E+00
4.300000E-01  2.655670E+00
4.414286E-01  2.348227E+00
4.528571E-01  2.008482E+00
4.642857E-01  1.639733E+00
4.757143E-01  1.245564E+00
4.871429E-01  8.286568E-01
4.985714E-01  3.899320E-01
5.100000E-01  -7.169734E-02
5.214286E-01  -5.595150E-01
5.328571E-01  -1.079186E+00
5.442857E-01  -1.638100E+00
5.557143E-01  -2.242950E+00
5.671429E-01  -2.897743E+00
5.785714E-01  -3.603352E+00
5.900000E-01  -4.357248E+00
6.014286E-01  -5.153245E+00
6.128571E-01  -5.981884E+00
6.242857E-01  -6.832719E+00
6.357143E-01  -7.696469E+00
6.471429E-01  -8.565477E+00
6.585714E-01  -9.433860E+00
6.700000E-01  -1.029766E+01


