#####################################################################
# Radial profile of PSI at Z=0.100[m](PSI( 9650[us]) : /experiment-kashiwa/cdf/180515/009B.cdf)
# X:r[m]
# Y0: PSI[mWb]
1.100000E-01  0.000000E+00
1.214286E-01  2.287673E-01
1.328571E-01  4.615675E-01
1.442857E-01  6.956238E-01
1.557143E-01  9.286889E-01
1.671429E-01  1.159165E+00
1.785714E-01  1.386222E+00
1.900000E-01  1.609841E+00
2.014286E-01  1.830360E+00
2.128571E-01  2.047757E+00
2.242857E-01  2.261283E+00
2.357143E-01  2.469236E+00
2.471429E-01  2.668745E+00
2.585714E-01  2.855621E+00
2.700000E-01  3.024938E+00
2.814286E-01  3.172067E+00
2.928571E-01  3.293186E+00
3.042857E-01  3.385455E+00
3.157143E-01  3.447197E+00
3.271429E-01  3.478034E+00
3.385714E-01  3.478521E+00
3.500000E-01  3.449348E+00
3.614286E-01  3.390924E+00
3.728571E-01  3.303296E+00
3.842857E-01  3.186071E+00
3.957143E-01  3.038360E+00
4.071429E-01  2.858953E+00
4.185714E-01  2.646780E+00
4.300000E-01  2.401197E+00
4.414286E-01  2.122029E+00
4.528571E-01  1.809622E+00
4.642857E-01  1.464874E+00
4.757143E-01  1.089031E+00
4.871429E-01  6.831130E-01
4.985714E-01  2.474964E-01
5.100000E-01  -2.181850E-01
5.214286E-01  -7.151170E-01
5.328571E-01  -1.245378E+00
5.442857E-01  -1.811674E+00
5.557143E-01  -2.416366E+00
5.671429E-01  -3.060674E+00
5.785714E-01  -3.744488E+00
5.900000E-01  -4.466270E+00
6.014286E-01  -5.222942E+00
6.128571E-01  -6.010058E+00
6.242857E-01  -6.822755E+00
6.357143E-01  -7.656666E+00
6.471429E-01  -8.508106E+00
6.585714E-01  -9.374148E+00
6.700000E-01  -1.025268E+01


