r[m]	z[m]	psi[T]	Bz[T]	Br[T]
0.108785	-0.997865	0.000879547385759554	0	0
0.108785	-0.8804400000000001	0.0006155311827149982	0	0
0.108785	-0.7697	0.0001648364696270238	0	0
0.108785	-0.67191	5.9231695712125905e-05	0	0
0.108785	-0.54804	0.00012462983078915038	0	0
0.108785	-0.33224000000000004	-4.711010103478151e-05	0	0
0.108785	-0.22184	-0.00014800493907256794	0	0
0.108785	-0.11097	-0.0001783544635233584	0	0
0.108785	0	-0.0002631780742335422	0	0
0.108785	0.11097	-0.000273051824523304	0	0
0.108785	0.22184	-0.0001209921260724616	0	0
0.108785	0.33224000000000004	-0.00012271984503463306	0	0
0.108785	0.43699000000000005	-1.3744072022182485e-05	0	0
0.108785	0.54804	-3.392304921070294e-05	0	0
0.108785	0.67191	8.161253571218631e-05	0	0
0.108785	0.7697	0.00019723472962698471	0	0
0.108785	0.8804400000000001	0.0005814397227148564	0	0
0.108785	0.997865	0.0008326442157593502	0	0
0.22539	0.999365	-0.013095553658210407	0	0
0.598	0.87694	-0.00778104365504664	0	0
0.598	0.74658	-0.008980820800057325	0	0
0.598	0.63813	-0.007752481756194193	0	0
0.598	0.51966	-0.016382869057355205	0	0
0.598	0.36641	-0.0020699837268845344	0	0
0.78	0.35000000000000003	-0.003732754603268976	0	0
0.598	0.28300000000000003	-0.04094295957386607	0	0
0.598	-0.28300000000000003	-0.04222937777387081	0	0
0.78	-0.35000000000000003	-0.0030502441032754096	0	0
0.598	-0.36641	-0.0002877484268914172	0	0
0.598	-0.51966	-0.008450815357368859	0	0
0.598	-0.63813	-0.004603448856217857	0	0
0.598	-0.74658	-0.01310990240006457	0	0
0.598	-0.87694	-0.0077258515550234046	0	0
