#####################################################################
# Radial profile of PSI at Z=-0.100[m](PSI( 9650[us]) : /experiment-kashiwa/cdf/180515/009B.cdf)
# X:r[m]
# Y0: PSI[mWb]
1.100000E-01  0.000000E+00
1.214286E-01  2.209303E-01
1.328571E-01  4.571297E-01
1.442857E-01  7.068310E-01
1.557143E-01  9.676942E-01
1.671429E-01  1.236677E+00
1.785714E-01  1.509904E+00
1.900000E-01  1.782615E+00
2.014286E-01  2.049621E+00
2.128571E-01  2.306018E+00
2.242857E-01  2.547561E+00
2.357143E-01  2.770880E+00
2.471429E-01  2.973692E+00
2.585714E-01  3.154960E+00
2.700000E-01  3.314466E+00
2.814286E-01  3.452021E+00
2.928571E-01  3.567093E+00
3.042857E-01  3.658707E+00
3.157143E-01  3.725335E+00
3.271429E-01  3.764826E+00
3.385714E-01  3.774673E+00
3.500000E-01  3.752571E+00
3.614286E-01  3.696728E+00
3.728571E-01  3.605932E+00
3.842857E-01  3.479623E+00
3.957143E-01  3.317950E+00
4.071429E-01  3.121670E+00
4.185714E-01  2.891840E+00
4.300000E-01  2.629647E+00
4.414286E-01  2.336384E+00
4.528571E-01  2.013443E+00
4.642857E-01  1.662294E+00
4.757143E-01  1.284317E+00
4.871429E-01  8.803914E-01
4.985714E-01  4.505809E-01
5.100000E-01  -5.965188E-03
5.214286E-01  -4.911029E-01
5.328571E-01  -1.007780E+00
5.442857E-01  -1.559894E+00
5.557143E-01  -2.151681E+00
5.671429E-01  -2.787209E+00
5.785714E-01  -3.470298E+00
5.900000E-01  -4.204486E+00
6.014286E-01  -4.992993E+00
6.128571E-01  -5.838628E+00
6.242857E-01  -6.743506E+00
6.357143E-01  -7.708786E+00
6.471429E-01  -8.734567E+00
6.585714E-01  -9.819816E+00
6.700000E-01  -1.096229E+01


