r[m]	z[m]	psi[Wb]	Bz[T]	Br[T]
0.113024	0.000000	0.000739	0.018310	0.000000
0.113024	0.058967	0.000743	0.018416	-0.000201
0.113024	0.117933	0.000756	0.018732	-0.000400
0.113024	0.176900	0.000776	0.019256	-0.000592
0.113024	0.235866	0.000805	0.019978	-0.000768
0.113024	0.294833	0.000840	0.020880	-0.000916
0.113024	0.353799	0.000881	0.021927	-0.001008
0.113024	0.412766	0.000923	0.023055	-0.000999
0.113024	0.471732	0.000962	0.024142	-0.000805
0.113024	0.530699	0.000986	0.024968	-0.000273
0.113024	0.589665	0.000976	0.025108	0.000875
0.113024	0.648632	0.000898	0.023650	0.003115
0.113024	0.707598	0.000693	0.018004	0.006915
0.113024	0.766565	0.000362	-0.012710	0.004374
0.113024	0.825531	0.000355	-0.136873	-0.004216
0.113024	0.884498	0.000634	-0.156831	-0.009073
0.113024	0.943465	0.001149	-0.073915	-0.016698
0.121797	0.993586	0.001862	0.035879	-0.020979
0.180285	0.993586	0.004108	0.044198	-0.045368
0.238772	0.993586	0.007682	0.047882	-0.028202
0.297260	0.993586	0.012518	0.050252	-0.015497
0.355747	0.993586	0.018713	0.053031	-0.009831
0.414235	0.993586	0.026461	0.056549	-0.008109
0.472722	0.993586	0.036041	0.061137	-0.008737
0.531210	0.993586	0.047871	0.067328	-0.011485
0.589697	0.993586	0.062590	0.075936	-0.017413
0.593596	0.938551	0.059220	0.065568	-0.024593
0.593596	0.879584	0.053578	0.054076	-0.025946
0.593596	0.820618	0.048052	0.045170	-0.023939
0.593596	0.761651	0.043073	0.040665	-0.023005
0.593596	0.702685	0.038184	0.032171	-0.020575
0.593596	0.643718	0.034033	0.027356	-0.017257
0.593596	0.584751	0.030557	0.023870	-0.014433
0.593596	0.525785	0.027653	0.021206	-0.012042
0.593596	0.466818	0.025235	0.019127	-0.010004
0.593596	0.407852	0.023232	0.017491	-0.008247
0.593596	0.348885	0.021591	0.016204	-0.006711
0.593596	0.289919	0.020268	0.015199	-0.005348
0.642336	0.280091	0.022822	0.013975	-0.005371
0.689126	0.268298	0.025176	0.012771	-0.005247
0.689126	0.209331	0.024003	0.012266	-0.003955
0.689126	0.150365	0.023147	0.011899	-0.002769
0.689126	0.091398	0.022583	0.011659	-0.001655
0.689126	0.032432	0.022298	0.011538	-0.000582
