0.000983	-0.000000
0.001966	-0.000000
0.002948	-0.000000
0.003931	0.000000
0.004914	0.000000
0.005897	0.000000
0.006879	-0.000000
0.007862	0.000000
0.008845	0.000000
0.009828	-0.000000
0.010811	0.000000
0.011793	0.000000
0.012776	-0.000000
0.013759	-0.000000
0.014742	0.000000
0.015724	0.000000
0.016707	0.000000
0.017690	-0.000000
0.018673	0.000014
0.019656	0.000028
0.020638	0.000042
0.021621	0.000056
0.022604	0.000071
0.023587	0.000085
0.024569	0.000099
0.025552	0.000113
0.026535	0.000127
0.027518	0.000141
0.028500	0.000155
0.029483	0.000169
0.030466	0.000183
0.031449	0.000197
0.032432	0.000211
0.033414	0.000225
0.034397	0.000239
0.035380	0.000253
0.036363	0.000267
0.037345	0.000281
0.038328	0.000295
0.039311	0.000309
0.040294	0.000323
0.041277	0.000337
0.042259	0.000350
0.043242	0.000364
0.044225	0.000378
0.045208	0.000392
0.046190	0.000406
0.047173	0.000419
0.048156	0.000433
0.049139	0.000447
0.050122	0.000460
0.051104	0.000474
0.052087	0.000488
0.053070	0.000501
0.054053	0.000515
0.055035	0.000528
0.056018	0.000542
0.057001	0.000555
0.057984	0.000568
0.058967	0.000582
0.059949	0.000595
0.060932	0.000608
0.061915	0.000621
0.062898	0.000635
0.063880	0.000648
0.064863	0.000661
0.065846	0.000674
0.066829	0.000687
0.067812	0.000700
0.068794	0.000713
0.069777	0.000726
0.070760	0.000738
0.071743	0.000751
0.072725	0.000764
0.073708	0.000777
0.074691	0.000789
0.075674	0.000802
0.076656	0.000814
0.077639	0.000827
0.078622	0.000839
0.079605	0.000851
0.080588	0.000864
0.081570	0.000876
0.082553	0.000888
0.083536	0.000900
0.084519	0.000912
0.085501	0.000924
0.086484	0.000936
0.087467	0.000948
0.088450	0.000960
0.089433	0.000971
0.090415	0.000983
0.091398	0.000994
0.092381	0.001006
0.093364	0.001017
0.094346	0.001029
0.095329	0.001040
0.096312	0.001051
0.097295	0.001062
0.098278	0.001073
0.099260	0.001084
0.100243	0.001095
0.101226	0.001106
0.102209	0.001117
0.103191	0.001127
0.104174	0.001138
0.105157	0.001148
0.106140	0.001159
0.107123	0.001169
0.108105	0.001179
0.109088	0.001189
0.110071	0.001199
0.111054	0.001209
0.112036	0.001219
0.113019	0.001229
0.114002	0.001238
0.114985	0.001248
0.115968	0.001257
0.116950	0.001267
0.117933	0.001276
0.118916	0.001285
0.119899	0.001294
0.120881	0.001303
0.121864	0.001312
0.122847	0.001320
0.123830	0.001329
0.124812	0.001338
0.125795	0.001346
0.126778	0.001354
0.127761	0.001362
0.128744	0.001370
0.129726	0.001378
0.130709	0.001386
0.131692	0.001394
0.132675	0.001401
0.133657	0.001409
0.134640	0.001416
0.135623	0.001423
