r[m]	z[m]	psi[Wb]	Bz[T]	Br[T]
0.113024	0.000000	0.000745	0.018452	0.000000
0.113024	0.058967	0.000749	0.018561	-0.000210
0.113024	0.117933	0.000762	0.018890	-0.000418
0.113024	0.176900	0.000784	0.019436	-0.000621
0.113024	0.235866	0.000814	0.020194	-0.000815
0.113024	0.294833	0.000852	0.021151	-0.000987
0.113024	0.353799	0.000896	0.022283	-0.001118
0.113024	0.412766	0.000944	0.023539	-0.001173
0.113024	0.471732	0.000992	0.024830	-0.001086
0.113024	0.530699	0.001032	0.025989	-0.000740
0.113024	0.589665	0.001048	0.026705	0.000088
0.113024	0.648632	0.001012	0.026362	0.001808
0.113024	0.707598	0.000874	0.023509	0.005139
0.113024	0.766565	0.000551	0.013062	0.010426
0.113024	0.825531	0.000177	-0.082146	0.002391
0.113024	0.884498	0.000346	-0.176551	-0.008314
0.113024	0.943465	0.000857	-0.121961	-0.016875
0.121797	0.993586	0.001733	0.030298	-0.034688
0.180285	0.993586	0.003890	0.044724	-0.061236
0.238772	0.993586	0.007516	0.048465	-0.030632
0.297260	0.993586	0.012402	0.050724	-0.014639
0.355747	0.993586	0.018654	0.053506	-0.008807
0.414235	0.993586	0.026467	0.056999	-0.007377
0.472722	0.993586	0.036117	0.061539	-0.008235
0.531210	0.993586	0.048015	0.067665	-0.011106
0.589697	0.993586	0.062794	0.076174	-0.017105
0.593596	0.938551	0.059503	0.065792	-0.024146
0.593596	0.879584	0.053984	0.054531	-0.025260
0.593596	0.820618	0.048631	0.047200	-0.023239
0.593596	0.761651	0.043230	0.038410	-0.024081
0.593596	0.702685	0.038336	0.031766	-0.020452
0.593596	0.643718	0.034202	0.027203	-0.017222
0.593596	0.584751	0.030727	0.023796	-0.014454
0.593596	0.525785	0.027815	0.021171	-0.012091
0.593596	0.466818	0.025385	0.019118	-0.010062
0.593596	0.407852	0.023369	0.017500	-0.008305
0.593596	0.348885	0.021716	0.016225	-0.006764
0.593596	0.289919	0.020382	0.015228	-0.005393
0.642336	0.280091	0.022940	0.013999	-0.005406
0.689126	0.268298	0.025296	0.012792	-0.005275
0.689126	0.209331	0.024117	0.012290	-0.003978
0.689126	0.150365	0.023256	0.011926	-0.002786
0.689126	0.091398	0.022689	0.011688	-0.001665
0.689126	0.032432	0.022402	0.011567	-0.000586
