r[m]	z[m]	psi[Wb]	Bz[T]	Br[T]
0.113024	0.000000	-0.000041	-0.000078	0.000000
0.113024	0.000983	-0.000041	-0.000078	0.000037
0.113024	0.001966	-0.000041	-0.000079	0.000074
0.113024	0.002948	-0.000041	-0.000081	0.000111
0.113024	0.003931	-0.000041	-0.000084	0.000148
0.113024	0.004914	-0.000041	-0.000088	0.000185
0.113024	0.005897	-0.000042	-0.000092	0.000222
0.113024	0.006879	-0.000042	-0.000097	0.000259
0.113024	0.007862	-0.000042	-0.000104	0.000296
0.113024	0.008845	-0.000042	-0.000110	0.000333
0.113024	0.009828	-0.000042	-0.000118	0.000370
0.113024	0.010811	-0.000043	-0.000127	0.000407
0.113024	0.011793	-0.000043	-0.000136	0.000444
0.113024	0.012776	-0.000043	-0.000146	0.000481
0.113024	0.013759	-0.000044	-0.000157	0.000518
0.113024	0.014742	-0.000044	-0.000169	0.000555
0.113024	0.015724	-0.000044	-0.000182	0.000591
0.113024	0.016707	-0.000045	-0.000195	0.000628
0.113024	0.017690	-0.000045	-0.000210	0.000665
0.113024	0.018673	-0.000046	-0.000225	0.000701
0.113024	0.019656	-0.000046	-0.000241	0.000738
0.113024	0.020638	-0.000047	-0.000258	0.000775
0.113024	0.021621	-0.000047	-0.000275	0.000811
0.113024	0.022604	-0.000048	-0.000294	0.000847
0.113024	0.023587	-0.000049	-0.000313	0.000884
0.113024	0.024569	-0.000049	-0.000333	0.000920
0.113024	0.025552	-0.000050	-0.000354	0.000956
0.113024	0.026535	-0.000051	-0.000376	0.000992
0.113024	0.027518	-0.000051	-0.000399	0.001028
0.113024	0.028500	-0.000052	-0.000422	0.001064
0.113024	0.029483	-0.000053	-0.000447	0.001100
0.113024	0.030466	-0.000054	-0.000472	0.001136
0.113024	0.031449	-0.000054	-0.000498	0.001172
0.113024	0.032432	-0.000055	-0.000525	0.001207
0.113024	0.033414	-0.000056	-0.000553	0.001243
0.113024	0.034397	-0.000057	-0.000582	0.001278
0.113024	0.035380	-0.000058	-0.000612	0.001313
0.113024	0.036363	-0.000059	-0.000642	0.001348
0.113024	0.037345	-0.000060	-0.000674	0.001383
0.113024	0.038328	-0.000061	-0.000706	0.001418
0.113024	0.039311	-0.000062	-0.000740	0.001453
0.113024	0.040294	-0.000063	-0.000774	0.001487
0.113024	0.041277	-0.000064	-0.000809	0.001522
0.113024	0.042259	-0.000065	-0.000845	0.001556
0.113024	0.043242	-0.000066	-0.000882	0.001590
0.113024	0.044225	-0.000067	-0.000920	0.001624
0.113024	0.045208	-0.000068	-0.000959	0.001658
0.113024	0.046190	-0.000069	-0.000999	0.001691
0.113024	0.047173	-0.000071	-0.001039	0.001725
0.113024	0.048156	-0.000072	-0.001081	0.001758
0.113024	0.049139	-0.000073	-0.001124	0.001791
0.113024	0.050122	-0.000074	-0.001167	0.001824
0.113024	0.051104	-0.000076	-0.001212	0.001856
0.113024	0.052087	-0.000077	-0.001258	0.001888
0.113024	0.053070	-0.000078	-0.001304	0.001920
0.113024	0.054053	-0.000080	-0.001352	0.001952
0.113024	0.055035	-0.000081	-0.001401	0.001984
0.113024	0.056018	-0.000082	-0.001450	0.002015
0.113024	0.057001	-0.000084	-0.001501	0.002046
0.113024	0.057984	-0.000085	-0.001553	0.002076
0.113024	0.058967	-0.000087	-0.001606	0.002107
0.113024	0.059949	-0.000088	-0.001659	0.002137
0.113024	0.060932	-0.000090	-0.001714	0.002166
0.113024	0.061915	-0.000091	-0.001770	0.002196
0.113024	0.062898	-0.000093	-0.001827	0.002225
0.113024	0.063880	-0.000094	-0.001886	0.002253
0.113024	0.064863	-0.000096	-0.001945	0.002281
0.113024	0.065846	-0.000097	-0.002005	0.002309
0.113024	0.066829	-0.000099	-0.002067	0.002336
0.113024	0.067812	-0.000101	-0.002130	0.002363
0.113024	0.068794	-0.000102	-0.002193	0.002390
0.113024	0.069777	-0.000104	-0.002258	0.002416
0.113024	0.070760	-0.000106	-0.002325	0.002441
0.113024	0.071743	-0.000107	-0.002392	0.002466
0.113024	0.072725	-0.000109	-0.002461	0.002490
0.113024	0.073708	-0.000111	-0.002531	0.002514
0.113024	0.074691	-0.000113	-0.002602	0.002537
0.113024	0.075674	-0.000114	-0.002674	0.002560
0.113024	0.076656	-0.000116	-0.002748	0.002582
0.113024	0.077639	-0.000118	-0.002823	0.002603
0.113024	0.078622	-0.000120	-0.002899	0.002624
0.113024	0.079605	-0.000122	-0.002977	0.002644
0.113024	0.080588	-0.000124	-0.003055	0.002663
0.113024	0.081570	-0.000125	-0.003136	0.002682
0.113024	0.082553	-0.000127	-0.003217	0.002699
0.113024	0.083536	-0.000129	-0.003301	0.002716
0.113024	0.084519	-0.000131	-0.003385	0.002732
0.113024	0.085501	-0.000133	-0.003471	0.002747
0.113024	0.086484	-0.000135	-0.003559	0.002761
0.113024	0.087467	-0.000137	-0.003648	0.002774
0.113024	0.088450	-0.000139	-0.003738	0.002786
0.113024	0.089433	-0.000141	-0.003830	0.002797
0.113024	0.090415	-0.000143	-0.003924	0.002807
0.113024	0.091398	-0.000145	-0.004019	0.002815
0.113024	0.092381	-0.000147	-0.004116	0.002823
0.113024	0.093364	-0.000149	-0.004214	0.002829
0.113024	0.094346	-0.000151	-0.004315	0.002834
0.113024	0.095329	-0.000153	-0.004417	0.002837
0.113024	0.096312	-0.000155	-0.004520	0.002839
0.113024	0.097295	-0.000156	-0.004626	0.002839
0.113024	0.098278	-0.000158	-0.004733	0.002838
0.113024	0.099260	-0.000160	-0.004842	0.002835
0.113024	0.100243	-0.000162	-0.004954	0.002831
0.113024	0.101226	-0.000164	-0.005067	0.002824
0.113024	0.102209	-0.000166	-0.005182	0.002816
0.113024	0.103191	-0.000168	-0.005299	0.002805
0.113024	0.104174	-0.000170	-0.005419	0.002793
0.113024	0.105157	-0.000172	-0.005540	0.002778
0.113024	0.106140	-0.000174	-0.005664	0.002761
0.113024	0.107123	-0.000176	-0.005790	0.002741
0.113024	0.108105	-0.000178	-0.005919	0.002719
0.113024	0.109088	-0.000180	-0.006050	0.002694
0.113024	0.110071	-0.000182	-0.006184	0.002667
0.113024	0.111054	-0.000184	-0.006320	0.002636
0.113024	0.112036	-0.000185	-0.006459	0.002602
0.113024	0.113019	-0.000187	-0.006601	0.002564
0.113024	0.114002	-0.000189	-0.006746	0.002523
0.113024	0.114985	-0.000191	-0.006894	0.002479
0.113024	0.115968	-0.000192	-0.007045	0.002430
0.113024	0.116950	-0.000194	-0.007200	0.002376
0.113024	0.117933	-0.000196	-0.007358	0.002318
0.113024	0.118916	-0.000197	-0.007520	0.002256
0.113024	0.119899	-0.000199	-0.007686	0.002188
0.113024	0.120881	-0.000200	-0.007856	0.002114
0.113024	0.121864	-0.000202	-0.008031	0.002034
0.113024	0.122847	-0.000203	-0.008211	0.001948
0.113024	0.123830	-0.000205	-0.008397	0.001855
0.113024	0.124813	-0.000206	-0.008588	0.001754
0.113024	0.125795	-0.000207	-0.008786	0.001645
0.113024	0.126778	-0.000208	-0.008991	0.001528
0.113024	0.127761	-0.000209	-0.009205	0.001400
0.113024	0.128744	-0.000210	-0.009427	0.001262
0.113024	0.129726	-0.000211	-0.009660	0.001112
0.113024	0.130709	-0.000212	-0.009906	0.000949
0.113024	0.131692	-0.000212	-0.010165	0.000770
0.113024	0.132675	-0.000213	-0.010439	0.000566
0.113024	0.133657	-0.000213	-0.010728	0.000300
0.113024	0.134640	-0.000213	-0.011016	0.001645
0.113024	0.135623	-0.000215	-0.011986	0.002003
0.113024	0.136606	-0.000216	-0.012563	0.000400
0.113024	0.137589	-0.000216	-0.013018	-0.000213
0.113024	0.138571	-0.000216	-0.013474	-0.000471
0.113024	0.139554	-0.000215	-0.013946	-0.000663
0.113024	0.140537	-0.000215	-0.014436	-0.000829
0.113024	0.141520	-0.000214	-0.014943	-0.000976
0.113024	0.142502	-0.000213	-0.015466	-0.001107
0.113024	0.143485	-0.000213	-0.016003	-0.001224
0.113024	0.144468	-0.000212	-0.016554	-0.001327
0.113024	0.145451	-0.000211	-0.017119	-0.001417
0.113024	0.146434	-0.000210	-0.017697	-0.001495
0.113024	0.147416	-0.000209	-0.018288	-0.001561
0.113024	0.148399	-0.000208	-0.018892	-0.001617
0.113024	0.149382	-0.000206	-0.019509	-0.001661
0.113024	0.150365	-0.000205	-0.020141	-0.001695
0.113024	0.151347	-0.000204	-0.020787	-0.001718
0.113024	0.152330	-0.000203	-0.021448	-0.001731
0.113024	0.153313	-0.000202	-0.022124	-0.001733
0.113024	0.154296	-0.000200	-0.022818	-0.001724
0.113024	0.155279	-0.000199	-0.023529	-0.001705
0.113024	0.156261	-0.000198	-0.024261	-0.001674
0.113024	0.157244	-0.000197	-0.025014	-0.001633
0.113024	0.158227	-0.000196	-0.025793	-0.001581
0.113024	0.159210	-0.000195	-0.026597	-0.001515
0.113024	0.160192	-0.000194	-0.027421	-0.001507
0.113024	0.161175	-0.000193	-0.028189	-0.001579
0.113024	0.162158	-0.000191	-0.028952	-0.001669
0.113024	0.163141	-0.000190	-0.029711	-0.001762
0.113024	0.164124	-0.000189	-0.030466	-0.001852
0.113024	0.165106	-0.000188	-0.031214	-0.001939
0.113024	0.166089	-0.000186	-0.031954	-0.002023
0.113024	0.167072	-0.000185	-0.032687	-0.002105
0.113024	0.168055	-0.000183	-0.033415	-0.002183
0.113024	0.169037	-0.000182	-0.034136	-0.002259
0.113024	0.170020	-0.000180	-0.034850	-0.002330
0.113024	0.171003	-0.000178	-0.035557	-0.002397
0.113024	0.171986	-0.000177	-0.036257	-0.002461
0.113024	0.172969	-0.000175	-0.036949	-0.002522
0.113024	0.173951	-0.000173	-0.037634	-0.002579
0.113024	0.174934	-0.000171	-0.038311	-0.002633
0.113024	0.175917	-0.000170	-0.038981	-0.002685
0.113024	0.176900	-0.000168	-0.039644	-0.002734
0.113024	0.177882	-0.000166	-0.040299	-0.002781
0.113024	0.178865	-0.000164	-0.040947	-0.002825
0.113024	0.179848	-0.000162	-0.041588	-0.002868
0.113024	0.180831	-0.000160	-0.042222	-0.002908
0.113024	0.181813	-0.000158	-0.042849	-0.002947
0.113024	0.182796	-0.000156	-0.043469	-0.002984
0.113024	0.183779	-0.000154	-0.044083	-0.003019
0.113024	0.184762	-0.000151	-0.044690	-0.003053
0.113024	0.185745	-0.000149	-0.045291	-0.003085
0.113024	0.186727	-0.000147	-0.045884	-0.003115
0.113024	0.187710	-0.000145	-0.046472	-0.003145
0.113024	0.188693	-0.000143	-0.047053	-0.003173
0.113024	0.189676	-0.000141	-0.047628	-0.003199
0.113024	0.190658	-0.000138	-0.048197	-0.003225
0.113024	0.191641	-0.000136	-0.048760	-0.003249
0.113024	0.192624	-0.000134	-0.049316	-0.003272
0.113024	0.193607	-0.000132	-0.049867	-0.003295
0.113024	0.194590	-0.000129	-0.050412	-0.003316
0.113024	0.195572	-0.000127	-0.050951	-0.003336
0.113024	0.196555	-0.000125	-0.051484	-0.003355
0.113024	0.197538	-0.000122	-0.052011	-0.003374
0.113024	0.198521	-0.000120	-0.052533	-0.003391
0.113024	0.199503	-0.000117	-0.053049	-0.003408
0.113024	0.200486	-0.000115	-0.053560	-0.003424
0.113024	0.201469	-0.000113	-0.054065	-0.003439
0.113024	0.202452	-0.000110	-0.054565	-0.003454
0.113024	0.203435	-0.000108	-0.055059	-0.003468
0.113024	0.204417	-0.000105	-0.055548	-0.003481
0.113024	0.205400	-0.000103	-0.056031	-0.003493
0.113024	0.206383	-0.000101	-0.056510	-0.003505
0.113024	0.207366	-0.000098	-0.056983	-0.003517
0.113024	0.208348	-0.000096	-0.057450	-0.003527
