r[m]	z[m]	psi[Wb]	Bz[T]	Br[T]
0.113024	0.000000	0.000726	0.018015	0.000000
0.113024	0.000983	0.000726	0.018015	-0.000003
0.113024	0.001966	0.000726	0.018015	-0.000006
0.113024	0.002948	0.000726	0.018015	-0.000009
0.113024	0.003931	0.000726	0.018015	-0.000012
0.113024	0.004914	0.000726	0.018015	-0.000015
0.113024	0.005897	0.000726	0.018016	-0.000018
0.113024	0.006879	0.000726	0.018016	-0.000021
0.113024	0.007862	0.000726	0.018016	-0.000024
0.113024	0.008845	0.000726	0.018017	-0.000027
0.113024	0.009828	0.000726	0.018017	-0.000030
0.113024	0.010811	0.000727	0.018018	-0.000033
0.113024	0.011793	0.000727	0.018018	-0.000036
0.113024	0.012776	0.000727	0.018019	-0.000039
0.113024	0.013759	0.000727	0.018020	-0.000042
0.113024	0.014742	0.000727	0.018021	-0.000045
0.113024	0.015724	0.000727	0.018021	-0.000048
0.113024	0.016707	0.000727	0.018022	-0.000051
0.113024	0.017690	0.000727	0.018023	-0.000054
0.113024	0.018673	0.000727	0.018024	-0.000057
0.113024	0.019656	0.000727	0.018025	-0.000059
0.113024	0.020638	0.000727	0.018026	-0.000062
0.113024	0.021621	0.000727	0.018027	-0.000065
0.113024	0.022604	0.000727	0.018029	-0.000068
0.113024	0.023587	0.000727	0.018030	-0.000071
0.113024	0.024569	0.000727	0.018031	-0.000074
0.113024	0.025552	0.000727	0.018032	-0.000077
0.113024	0.026535	0.000727	0.018034	-0.000080
0.113024	0.027518	0.000727	0.018035	-0.000083
0.113024	0.028500	0.000727	0.018037	-0.000086
0.113024	0.029483	0.000727	0.018038	-0.000089
0.113024	0.030466	0.000727	0.018040	-0.000092
0.113024	0.031449	0.000727	0.018042	-0.000095
0.113024	0.032432	0.000728	0.018043	-0.000098
0.113024	0.033414	0.000728	0.018045	-0.000101
0.113024	0.034397	0.000728	0.018047	-0.000104
0.113024	0.035380	0.000728	0.018049	-0.000107
0.113024	0.036363	0.000728	0.018051	-0.000110
0.113024	0.037345	0.000728	0.018053	-0.000113
0.113024	0.038328	0.000728	0.018055	-0.000116
0.113024	0.039311	0.000728	0.018057	-0.000119
0.113024	0.040294	0.000728	0.018059	-0.000122
0.113024	0.041277	0.000728	0.018061	-0.000125
0.113024	0.042259	0.000728	0.018063	-0.000128
0.113024	0.043242	0.000728	0.018066	-0.000131
0.113024	0.044225	0.000728	0.018068	-0.000133
0.113024	0.045208	0.000729	0.018070	-0.000136
0.113024	0.046190	0.000729	0.018073	-0.000139
0.113024	0.047173	0.000729	0.018075	-0.000142
0.113024	0.048156	0.000729	0.018078	-0.000145
0.113024	0.049139	0.000729	0.018080	-0.000148
0.113024	0.050122	0.000729	0.018083	-0.000151
0.113024	0.051104	0.000729	0.018086	-0.000154
0.113024	0.052087	0.000729	0.018088	-0.000157
0.113024	0.053070	0.000729	0.018091	-0.000160
0.113024	0.054053	0.000730	0.018094	-0.000163
0.113024	0.055035	0.000730	0.018097	-0.000166
0.113024	0.056018	0.000730	0.018100	-0.000169
0.113024	0.057001	0.000730	0.018103	-0.000172
0.113024	0.057984	0.000730	0.018106	-0.000175
0.113024	0.058967	0.000730	0.018109	-0.000177
0.113024	0.059949	0.000730	0.018112	-0.000180
0.113024	0.060932	0.000730	0.018116	-0.000183
0.113024	0.061915	0.000730	0.018119	-0.000186
0.113024	0.062898	0.000731	0.018122	-0.000189
0.113024	0.063880	0.000731	0.018126	-0.000192
0.113024	0.064863	0.000731	0.018129	-0.000195
0.113024	0.065846	0.000731	0.018132	-0.000198
0.113024	0.066829	0.000731	0.018136	-0.000201
0.113024	0.067812	0.000731	0.018140	-0.000204
0.113024	0.068794	0.000731	0.018143	-0.000207
0.113024	0.069777	0.000732	0.018147	-0.000210
0.113024	0.070760	0.000732	0.018151	-0.000212
0.113024	0.071743	0.000732	0.018154	-0.000215
0.113024	0.072725	0.000732	0.018158	-0.000218
0.113024	0.073708	0.000732	0.018162	-0.000221
0.113024	0.074691	0.000732	0.018166	-0.000224
0.113024	0.075674	0.000733	0.018170	-0.000227
0.113024	0.076656	0.000733	0.018174	-0.000230
0.113024	0.077639	0.000733	0.018178	-0.000233
0.113024	0.078622	0.000733	0.018182	-0.000236
0.113024	0.079605	0.000733	0.018187	-0.000238
0.113024	0.080588	0.000733	0.018191	-0.000241
0.113024	0.081570	0.000733	0.018195	-0.000244
0.113024	0.082553	0.000734	0.018199	-0.000247
0.113024	0.083536	0.000734	0.018204	-0.000250
0.113024	0.084519	0.000734	0.018208	-0.000253
0.113024	0.085501	0.000734	0.018213	-0.000256
0.113024	0.086484	0.000734	0.018217	-0.000258
0.113024	0.087467	0.000735	0.018222	-0.000261
0.113024	0.088450	0.000735	0.018227	-0.000264
0.113024	0.089433	0.000735	0.018231	-0.000267
0.113024	0.090415	0.000735	0.018236	-0.000270
0.113024	0.091398	0.000735	0.018241	-0.000273
0.113024	0.092381	0.000735	0.018246	-0.000276
0.113024	0.093364	0.000736	0.018251	-0.000278
0.113024	0.094346	0.000736	0.018256	-0.000281
0.113024	0.095329	0.000736	0.018261	-0.000284
0.113024	0.096312	0.000736	0.018266	-0.000287
0.113024	0.097295	0.000736	0.018271	-0.000290
0.113024	0.098278	0.000737	0.018276	-0.000293
0.113024	0.099260	0.000737	0.018281	-0.000295
0.113024	0.100243	0.000737	0.018287	-0.000298
0.113024	0.101226	0.000737	0.018292	-0.000301
0.113024	0.102209	0.000738	0.018297	-0.000304
0.113024	0.103191	0.000738	0.018303	-0.000307
0.113024	0.104174	0.000738	0.018308	-0.000309
0.113024	0.105157	0.000738	0.018314	-0.000312
0.113024	0.106140	0.000738	0.018319	-0.000315
0.113024	0.107123	0.000739	0.018325	-0.000318
0.113024	0.108105	0.000739	0.018330	-0.000321
0.113024	0.109088	0.000739	0.018336	-0.000323
0.113024	0.110071	0.000739	0.018342	-0.000326
