r[m]	z[m]	psi[Wb]	Bz[T]	Br[T]
0.113024	0.000000	0.000751	0.018616	0.000000
0.113024	0.058967	0.000756	0.018730	-0.000217
0.113024	0.117933	0.000769	0.019070	-0.000433
0.113024	0.176900	0.000792	0.019635	-0.000647
0.113024	0.235866	0.000823	0.020424	-0.000854
0.113024	0.294833	0.000863	0.021427	-0.001046
0.113024	0.353799	0.000911	0.022628	-0.001207
0.113024	0.412766	0.000964	0.023988	-0.001309
0.113024	0.471732	0.001019	0.025438	-0.001301
0.113024	0.530699	0.001070	0.026848	-0.001090
0.113024	0.589665	0.001105	0.027981	-0.000501
0.113024	0.648632	0.001102	0.028387	0.000802
0.113024	0.707598	0.001019	0.027123	0.003477
0.113024	0.766565	0.000775	0.021634	0.008716
0.113024	0.825531	0.000252	-0.000527	0.015576
0.113024	0.884498	-0.000040	-0.170666	-0.005089
0.113024	0.943465	0.000459	-0.173722	-0.018891
0.121797	0.993586	0.001513	0.021476	-0.057948
0.180285	0.993586	0.003582	0.046181	-0.078949
0.238772	0.993586	0.007305	0.049439	-0.030532
0.297260	0.993586	0.012278	0.051582	-0.012649
0.355747	0.993586	0.018630	0.054314	-0.007458
0.414235	0.993586	0.026552	0.057717	-0.006572
0.472722	0.993586	0.036312	0.062184	-0.007684
0.531210	0.993586	0.048323	0.068242	-0.010600
0.589697	0.993586	0.063207	0.076600	-0.016541
0.593596	0.938551	0.060065	0.066421	-0.023308
0.593596	0.879584	0.054771	0.056287	-0.024068
0.593596	0.820618	0.049197	0.047687	-0.027580
0.593596	0.761651	0.043497	0.037819	-0.024076
0.593596	0.702685	0.038605	0.031636	-0.020474
0.593596	0.643718	0.034460	0.027173	-0.017293
0.593596	0.584751	0.030967	0.023804	-0.014547
0.593596	0.525785	0.028033	0.021200	-0.012187
0.593596	0.466818	0.025582	0.019160	-0.010153
0.593596	0.407852	0.023548	0.017551	-0.008386
0.593596	0.348885	0.021878	0.016282	-0.006833
0.593596	0.289919	0.020530	0.015289	-0.005449
0.642336	0.280091	0.023097	0.014051	-0.005455
0.689126	0.268298	0.025460	0.012837	-0.005316
0.689126	0.209331	0.024272	0.012337	-0.004010
0.689126	0.150365	0.023404	0.011974	-0.002809
0.689126	0.091398	0.022832	0.011737	-0.001679
0.689126	0.032432	0.022543	0.011617	-0.000591
