r[m]	z[m]	psi[Wb]	Bz[T]	Br[T]
0.113024	0.000000	-0.000226	-0.004958	0.000000
0.113024	0.058967	-0.000266	-0.007237	0.001597
0.113024	0.117933	-0.000263	-0.024790	-0.002366
0.113024	0.176900	-0.000126	-0.058089	-0.003822
0.113024	0.235866	0.000033	-0.075228	-0.003712
0.113024	0.294833	0.000186	-0.080971	-0.003652
0.113024	0.353799	0.000342	-0.076924	-0.003863
0.113024	0.412766	0.000515	-0.063010	-0.004404
0.113024	0.471732	0.000719	-0.036578	-0.005358
0.113024	0.530699	0.000937	-0.004674	-0.004620
0.113024	0.589665	0.001107	0.013126	-0.003631
0.113024	0.648632	0.001249	0.023032	-0.003219
0.113024	0.707598	0.001378	0.029613	-0.002974
0.113024	0.766565	0.001498	0.034535	-0.002729
0.113024	0.825531	0.001606	0.038440	-0.002409
0.113024	0.884498	0.001698	0.041560	-0.001979
0.113024	0.943465	0.001770	0.043954	-0.001433
0.121797	0.993586	0.002106	0.045522	-0.001030
0.180285	0.993586	0.004658	0.046440	-0.001895
0.238772	0.993586	0.008285	0.047790	-0.002727
0.297260	0.993586	0.013083	0.049658	-0.003599
0.355747	0.993586	0.019189	0.052174	-0.004624
0.414235	0.993586	0.026803	0.055546	-0.005991
0.472722	0.993586	0.036216	0.060102	-0.008045
0.531210	0.993586	0.047860	0.066362	-0.011455
0.589697	0.993586	0.062394	0.075116	-0.017692
0.593596	0.938551	0.058931	0.064534	-0.025111
0.593596	0.879584	0.053134	0.052812	-0.026875
0.593596	0.820618	0.047336	0.043479	-0.025530
0.593596	0.761651	0.041990	0.036611	-0.022989
0.593596	0.702685	0.037241	0.031724	-0.020202
0.593596	0.643718	0.033092	0.028336	-0.017564
0.593596	0.584751	0.029494	0.026075	-0.015208
0.593596	0.525785	0.026381	0.024636	-0.013153
0.593596	0.466818	0.023688	0.023735	-0.011375
0.593596	0.407852	0.021360	0.023080	-0.009833
0.593596	0.348885	0.019348	0.022464	-0.008498
0.593596	0.289919	0.017572	0.023390	-0.008856
0.642336	0.280091	0.020229	0.014475	-0.008164
0.689126	0.268298	0.022604	0.013472	-0.006558
0.689126	0.209331	0.021108	0.013837	-0.005165
0.689126	0.150365	0.019966	0.013559	-0.003771
0.689126	0.091398	0.019193	0.013065	-0.002243
0.689126	0.032432	0.018815	0.012914	-0.000761
