-0.00041268,-0.00062444,-0.000815,-0.00098098,-0.001135,-0.0012762,-0.0014022,-0.0015108,-0.0015998,-0.0016678,-0.0017123,-0.0017303,-0.0017175,-0.0016686,-0.0015783,-0.0014412,-0.0012536,-0.0010138,-0.00072292,-0.00038449,-1.4855e-05,0.00037501,0.00075612,0.0010857,0.0012892,0.0011911,0.00063929,0.00039564,0.00026989,0.00019411,0.00013992,9.1238e-05,3.7433e-05,-2.9005e-05,-0.00011351,-0.00021989,-0.00035056,-0.00050661,-0.00068773,-0.00089215,-0.0011164,-0.0013553,-0.0016011,-0.0018436,-0.0020685,-0.0022584,-0.0023872,-0.0024201,-0.0023044,-0.001948,-0.0013092,-0.001674,-0.0023138,-0.003021,-0.0037522,-0.0044893,-0.0052229,-0.0059472,-0.0066588,-0.0073559,-0.0080376,-0.0087041,-0.0093564,-0.0099964,-0.010627,-0.011251,-0.011872,-0.012497,-0.013129,-0.013762,-0.014232,-0.014173,-0.013943,-0.013713,-0.013493,-0.013282,-0.013079,-0.012883,-0.012694,-0.012511,-0.012333
-0.00049493,-0.00065289,-0.00075262,-0.00086347,-0.00097584,-0.0010837,-0.0011828,-0.0012696,-0.0013412,-0.0013946,-0.0014272,-0.001436,-0.0014182,-0.0013707,-0.001291,-0.001177,-0.0010282,-0.00084565,-0.00063282,-0.00039635,-0.00014675,0.0001006,0.00032432,0.00049621,0.00058331,0.0005633,0.00046234,0.00034606,0.00024898,0.00017261,0.00010943,5.1662e-05,-7.1043e-06,-7.1792e-05,-0.00014594,-0.00023182,-0.00033042,-0.00044144,-0.00056319,-0.00069239,-0.00082397,-0.00095071,-0.0010628,-0.001147,-0.0011861,-0.0011567,-0.0010271,-0.00075331,-0.00027185,0.00050535,0.0012345,-0.00013119,-0.0012907,-0.0023351,-0.0033075,-0.0042267,-0.005101,-0.0059341,-0.0067282,-0.0074845,-0.0082039,-0.0088878,-0.0095374,-0.010154,-0.010739,-0.011293,-0.011814,-0.012297,-0.012729,-0.013085,-0.013332,-0.013449,-0.013458,-0.013396,-0.013292,-0.013163,-0.013021,-0.01287,-0.012714,-0.012557,-0.012399
-0.00045843,-0.00057455,-0.00063794,-0.00070889,-0.00078309,-0.00085634,-0.00092493,-0.00098562,-0.0010355,-0.0010721,-0.0010929,-0.0010959,-0.0010792,-0.0010411,-0.00098072,-0.00089766,-0.00079268,-0.00066783,-0.0005268,-0.00037516,-0.00022056,-7.2671e-05,5.7292e-05,0.00015795,0.00022054,0.0002427,0.00023081,0.00019707,0.00015308,0.00010581,5.7834e-05,9.0996e-06,-4.1555e-05,-9.5464e-05,-0.00015362,-0.00021637,-0.00028322,-0.00035265,-0.00042194,-0.00048701,-0.00054213,-0.0005797,-0.00058982,-0.00055991,-0.00047411,-0.00031277,-5.1873e-05,0.00033689,0.00088443,0.0016191,0.0021637,0.00065386,-0.000715,-0.0019661,-0.0031204,-0.0041925,-0.0051922,-0.006125,-0.0069945,-0.0078032,-0.0085531,-0.0092462,-0.0098846,-0.01047,-0.011005,-0.011489,-0.011923,-0.012303,-0.012625,-0.012881,-0.013066,-0.01318,-0.013228,-0.013221,-0.013171,-0.013089,-0.012985,-0.012866,-0.012735,-0.012597,-0.012454
-0.00038404,-0.00047012,-0.00051567,-0.00056531,-0.00061687,-0.00066789,-0.0007159,-0.00075852,-0.00079354,-0.00081897,-0.00083304,-0.00083423,-0.00082135,-0.0007936,-0.00075066,-0.00069284,-0.00062119,-0.00053762,-0.00044503,-0.00034728,-0.00024915,-0.00015603,-7.349e-05,-6.4573e-06,4.1676e-05,6.9853e-05,7.9538e-05,7.4045e-05,5.7313e-05,3.2805e-05,2.9928e-06,-3.0625e-05,-6.7206e-05,-0.0001062,-0.00014699,-0.00018868,-0.00022982,-0.00026822,-0.00030085,-0.00032357,-0.00033106,-0.00031656,-0.00027174,-0.00018653,-4.9006e-05,0.00015455,0.00043937,0.00082137,0.0013157,0.0019348,0.0023235,0.00077127,-0.00068547,-0.0020485,-0.003321,-0.004506,-0.0056055,-0.0066208,-0.0075526,-0.008402,-0.0091706,-0.0098609,-0.010476,-0.01102,-0.011497,-0.01191,-0.012263,-0.012558,-0.012797,-0.01298,-0.013109,-0.013188,-0.01322,-0.013211,-0.013168,-0.013097,-0.013005,-0.012897,-0.012777,-0.012647,-0.012512
-0.00029558,-0.00035726,-0.00039252,-0.00042985,-0.00046796,-0.00050534,-0.00054041,-0.00057155,-0.00059724,-0.00061605,-0.00062675,-0.00062835,-0.0006201,-0.00060159,-0.00057281,-0.0005342,-0.00048668,-0.00043172,-0.00037134,-0.00030803,-0.00024466,-0.00018429,-0.00012987,-8.3951e-05,-4.8318e-05,-2.381e-05,-1.027e-05,-6.7312e-06,-1.1733e-05,-2.3663e-05,-4.1002e-05,-6.242e-05,-8.6755e-05,-0.00011291,-0.00013973,-0.00016583,-0.00018947,-0.00020844,-0.00021992,-0.00022037,-0.00020547,-0.00016998,-0.00010774,-1.1601e-05,0.00012646,0.00031523,0.00056394,0.00088178,0.0012773,0.0017576,0.0019934,0.0004016,-0.0011236,-0.0025753,-0.0039462,-0.0052297,-0.0064192,-0.0075087,-0.0084939,-0.0093724,-0.010145,-0.010813,-0.011385,-0.011866,-0.012265,-0.01259,-0.01285,-0.013052,-0.013202,-0.013304,-0.013365,-0.013387,-0.013376,-0.013336,-0.013271,-0.013186,-0.013084,-0.01297,-0.012846,-0.012715,-0.012579
-0.00020321,-0.00024403,-0.00027296,-0.00030286,-0.00033286,-0.00036201,-0.00038925,-0.00041353,-0.0004338,-0.00044912,-0.00045866,-0.00046178,-0.00045803,-0.00044721,-0.0004294,-0.00040499,-0.00037469,-0.00033953,-0.00030086,-0.00026026,-0.00021948,-0.00018034,-0.00014454,-0.00011356,-8.853e-05,-7.01e-05,-5.8466e-05,-5.3397e-05,-5.4335e-05,-6.0513e-05,-7.1045e-05,-8.4994e-05,-0.00010139,-0.00011919,-0.00013727,-0.00015433,-0.00016883,-0.00017894,-0.00018247,-0.00017683,-0.00015896,-0.00012537,-7.2087e-05,5.2881e-06,0.00011151,0.00025161,0.00043069,0.00065386,0.000926,0.0012518,0.0013225,-0.00033639,-0.0019535,-0.0035148,-0.0050049,-0.006407,-0.007704,-0.0088798,-0.0099213,-0.010821,-0.011577,-0.012194,-0.012685,-0.013063,-0.013344,-0.013546,-0.013681,-0.013762,-0.0138,-0.013802,-0.013774,-0.013721,-0.013647,-0.013556,-0.013451,-0.013334,-0.013208,-0.013075,-0.012937,-0.012796,-0.012652
-0.00011189,-0.00013433,-0.00015926,-0.00018459,-0.00020971,-0.00023395,-0.00025662,-0.00027701,-0.00029442,-0.00030824,-0.00031791,-0.00032304,-0.00032334,-0.00031873,-0.0003093,-0.00029536,-0.00027742,-0.00025618,-0.00023252,-0.00020747,-0.00018212,-0.0001576,-0.00013498,-0.00011517,-9.894e-05,-8.679e-05,-7.8984e-05,-7.5543e-05,-7.6276e-05,-8.0822e-05,-8.8687e-05,-9.9277e-05,-0.00011192,-0.00012585,-0.00014022,-0.00015408,-0.00016635,-0.00017581,-0.00018107,-0.00018061,-0.00017274,-0.00015564,-0.00012742,-8.6125e-05,-2.9844e-05,4.3258e-05,0.0001349,0.00024669,0.00038025,0.00053747,0.00042547,-0.0013477,-0.0031073,-0.0048345,-0.0065053,-0.00809,-0.0095544,-0.010863,-0.011986,-0.012903,-0.01361,-0.014121,-0.014461,-0.014662,-0.014755,-0.01477,-0.014728,-0.014647,-0.01454,-0.014415,-0.014278,-0.014133,-0.013982,-0.013828,-0.013671,-0.013513,-0.013354,-0.013195,-0.013036,-0.012879,-0.012722
-2.4041e-05,-2.9959e-05,-5.2401e-05,-7.4932e-05,-9.7126e-05,-0.00011852,-0.00013864,-0.000157,-0.00017313,-0.00018662,-0.00019712,-0.00020437,-0.00020819,-0.00020856,-0.00020557,-0.00019943,-0.0001905,-0.00017926,-0.0001663,-0.00015228,-0.00013792,-0.00012395,-0.00011106,-9.9865e-05,-9.09e-05,-8.4555e-05,-8.1084e-05,-8.0599e-05,-8.3079e-05,-8.8384e-05,-9.6276e-05,-0.00010643,-0.00011847,-0.00013194,-0.00014636,-0.00016119,-0.00017589,-0.00018989,-0.00020263,-0.0002136,-0.00022238,-0.00022869,-0.00023249,-0.00023405,-0.00023401,-0.00023355,-0.00023435,-0.00023865,-0.00024908,-0.00026837,-0.00058126,-0.0025233,-0.0044955,-0.0064791,-0.0084446,-0.010346,-0.01212,-0.013685,-0.014963,-0.015899,-0.016485,-0.016764,-0.016806,-0.016689,-0.016474,-0.016208,-0.015919,-0.015627,-0.015341,-0.015066,-0.014805,-0.014558,-0.014324,-0.014101,-0.013889,-0.013687,-0.013492,-0.013305,-0.013124,-0.012949,-0.01278
5.9163e-05,6.8203e-05,4.7341e-05,2.6503e-05,6.0072e-06,-1.381e-05,-3.2609e-05,-5.0053e-05,-6.5829e-05,-7.9656e-05,-9.1301e-05,-0.0001006,-0.00010744,-0.00011183,-0.00011382,-0.00011358,-0.00011136,-0.0001075,-0.00010237,-9.6435e-05,-9.0171e-05,-8.4064e-05,-7.8588e-05,-7.4179e-05,-7.1219e-05,-7.0016e-05,-7.0801e-05,-7.3722e-05,-7.8847e-05,-8.6171e-05,-9.563e-05,-0.00010711,-0.00012046,-0.00013553,-0.00015215,-0.00017018,-0.00018954,-0.00021024,-0.00023242,-0.00025642,-0.00028286,-0.0003127,-0.00034742,-0.00038913,-0.00044073,-0.00050612,-0.00059039,-0.00070004,-0.00084312,-0.0010294,-0.0015444,-0.0036966,-0.0059479,-0.0082968,-0.010729,-0.013201,-0.015615,-0.01779,-0.019467,-0.020429,-0.02066,-0.020355,-0.019762,-0.019062,-0.018359,-0.017698,-0.017097,-0.016558,-0.016077,-0.015648,-0.015264,-0.014919,-0.014607,-0.014322,-0.014061,-0.013819,-0.013593,-0.013381,-0.013182,-0.012992,-0.01281
0.00013723,0.00015993,0.00014004,0.0001202,0.00010064,8.1633e-05,6.3414e-05,4.6226e-05,3.029e-05,1.5797e-05,2.9043e-06,-8.2764e-06,-1.7685e-05,-2.5318e-05,-3.1233e-05,-3.5546e-05,-3.8432e-05,-4.0119e-05,-4.0881e-05,-4.1026e-05,-4.0884e-05,-4.0797e-05,-4.1098e-05,-4.2105e-05,-4.4105e-05,-4.7349e-05,-5.2042e-05,-5.8346e-05,-6.6377e-05,-7.6215e-05,-8.7908e-05,-0.00010149,-0.00011698,-0.00013444,-0.00015394,-0.00017564,-0.00019979,-0.0002268,-0.00025729,-0.00029215,-0.00033267,-0.00038064,-0.00043852,-0.00050962,-0.00059837,-0.00071064,-0.00085412,-0.0010389,-0.001278,-0.0015886,-0.0022637,-0.0046115,-0.0071408,-0.0098927,-0.012922,-0.016292,-0.020041,-0.024018,-0.027361,-0.028371,-0.026999,-0.0249,-0.022951,-0.021323,-0.01999,-0.018895,-0.017987,-0.017226,-0.016581,-0.016029,-0.015551,-0.015134,-0.014766,-0.014438,-0.014143,-0.013875,-0.013629,-0.013402,-0.01319,-0.012992,-0.012804
