r[m]	z[m]	psi[Wb]	Bz[T]	Br[T]
0.113024	0.000000	-0.000226	-0.004958	0.000000
0.113024	0.000983	-0.000226	-0.004958	0.000036
0.113024	0.001966	-0.000226	-0.004960	0.000072
0.113024	0.002948	-0.000226	-0.004963	0.000108
0.113024	0.003931	-0.000227	-0.004967	0.000143
0.113024	0.004914	-0.000227	-0.004973	0.000179
0.113024	0.005897	-0.000227	-0.004979	0.000215
0.113024	0.006879	-0.000227	-0.004987	0.000250
0.113024	0.007862	-0.000227	-0.004996	0.000286
0.113024	0.008845	-0.000227	-0.005006	0.000321
0.113024	0.009828	-0.000228	-0.005017	0.000357
0.113024	0.010811	-0.000228	-0.005029	0.000392
0.113024	0.011793	-0.000228	-0.005043	0.000427
0.113024	0.012776	-0.000228	-0.005058	0.000462
0.113024	0.013759	-0.000229	-0.005074	0.000496
0.113024	0.014742	-0.000229	-0.005091	0.000531
0.113024	0.015724	-0.000230	-0.005109	0.000565
0.113024	0.016707	-0.000230	-0.005129	0.000600
0.113024	0.017690	-0.000230	-0.005150	0.000633
0.113024	0.018673	-0.000231	-0.005172	0.000667
0.113024	0.019656	-0.000231	-0.005195	0.000701
0.113024	0.020638	-0.000232	-0.005220	0.000734
0.113024	0.021621	-0.000232	-0.005245	0.000767
0.113024	0.022604	-0.000233	-0.005272	0.000799
0.113024	0.023587	-0.000233	-0.005301	0.000832
0.113024	0.024569	-0.000234	-0.005330	0.000864
0.113024	0.025552	-0.000235	-0.005361	0.000896
0.113024	0.026535	-0.000235	-0.005393	0.000927
0.113024	0.027518	-0.000236	-0.005426	0.000958
0.113024	0.028500	-0.000237	-0.005461	0.000988
0.113024	0.029483	-0.000237	-0.005497	0.001018
0.113024	0.030466	-0.000238	-0.005534	0.001048
0.113024	0.031449	-0.000239	-0.005572	0.001077
0.113024	0.032432	-0.000240	-0.005612	0.001106
0.113024	0.033414	-0.000240	-0.005653	0.001134
0.113024	0.034397	-0.000241	-0.005696	0.001162
0.113024	0.035380	-0.000242	-0.005740	0.001189
0.113024	0.036363	-0.000243	-0.005785	0.001216
0.113024	0.037345	-0.000244	-0.005831	0.001242
0.113024	0.038328	-0.000245	-0.005879	0.001267
0.113024	0.039311	-0.000245	-0.005929	0.001292
0.113024	0.040294	-0.000246	-0.005980	0.001316
0.113024	0.041277	-0.000247	-0.006032	0.001339
0.113024	0.042259	-0.000248	-0.006085	0.001362
0.113024	0.043242	-0.000249	-0.006141	0.001384
0.113024	0.044225	-0.000250	-0.006197	0.001405
0.113024	0.045208	-0.000251	-0.006255	0.001425
0.113024	0.046190	-0.000252	-0.006315	0.001444
0.113024	0.047173	-0.000253	-0.006376	0.001463
0.113024	0.048156	-0.000254	-0.006439	0.001480
0.113024	0.049139	-0.000255	-0.006503	0.001497
0.113024	0.050122	-0.000256	-0.006569	0.001512
0.113024	0.051104	-0.000257	-0.006636	0.001527
0.113024	0.052087	-0.000258	-0.006705	0.001540
0.113024	0.053070	-0.000259	-0.006776	0.001552
0.113024	0.054053	-0.000261	-0.006848	0.001563
0.113024	0.055035	-0.000262	-0.006922	0.001573
0.113024	0.056018	-0.000263	-0.006998	0.001581
0.113024	0.057001	-0.000264	-0.007076	0.001588
0.113024	0.057984	-0.000265	-0.007155	0.001593
0.113024	0.058967	-0.000266	-0.007237	0.001597
0.113024	0.059949	-0.000267	-0.007320	0.001600
0.113024	0.060932	-0.000268	-0.007405	0.001600
0.113024	0.061915	-0.000269	-0.007492	0.001599
0.113024	0.062898	-0.000271	-0.007581	0.001596
0.113024	0.063880	-0.000272	-0.007672	0.001591
0.113024	0.064863	-0.000273	-0.007765	0.001585
0.113024	0.065846	-0.000274	-0.007860	0.001576
0.113024	0.066829	-0.000275	-0.007957	0.001565
0.113024	0.067812	-0.000276	-0.008057	0.001551
0.113024	0.068794	-0.000277	-0.008159	0.001535
0.113024	0.069777	-0.000278	-0.008263	0.001517
0.113024	0.070760	-0.000279	-0.008370	0.001495
0.113024	0.071743	-0.000280	-0.008479	0.001471
0.113024	0.072725	-0.000281	-0.008591	0.001444
0.113024	0.073708	-0.000282	-0.008705	0.001414
0.113024	0.074691	-0.000283	-0.008823	0.001380
0.113024	0.075674	-0.000284	-0.008943	0.001343
0.113024	0.076656	-0.000285	-0.009066	0.001302
0.113024	0.077639	-0.000286	-0.009193	0.001257
0.113024	0.078622	-0.000287	-0.009323	0.001207
0.113024	0.079605	-0.000288	-0.009456	0.001153
0.113024	0.080588	-0.000288	-0.009593	0.001094
0.113024	0.081570	-0.000289	-0.009735	0.001030
0.113024	0.082553	-0.000290	-0.009880	0.000960
0.113024	0.083536	-0.000291	-0.010030	0.000885
0.113024	0.084519	-0.000291	-0.010185	0.000802
0.113024	0.085501	-0.000292	-0.010346	0.000713
0.113024	0.086484	-0.000292	-0.010512	0.000616
0.113024	0.087467	-0.000293	-0.010685	0.000511
0.113024	0.088450	-0.000293	-0.010866	0.000397
0.113024	0.089433	-0.000293	-0.011055	0.000273
0.113024	0.090415	-0.000293	-0.011254	0.000139
0.113024	0.091398	-0.000293	-0.011464	-0.000008
0.113024	0.092381	-0.000293	-0.011686	-0.000170
0.113024	0.093364	-0.000293	-0.011923	-0.000354
0.113024	0.094346	-0.000293	-0.012172	-0.000595
0.113024	0.095329	-0.000292	-0.012421	0.000634
0.113024	0.096312	-0.000294	-0.013292	0.000963
0.113024	0.097295	-0.000294	-0.013805	-0.000500
0.113024	0.098278	-0.000293	-0.014206	-0.001058
0.113024	0.099260	-0.000292	-0.014608	-0.001292
0.113024	0.100243	-0.000291	-0.015024	-0.001468
0.113024	0.101226	-0.000290	-0.015456	-0.001618
0.113024	0.102209	-0.000289	-0.015904	-0.001752
0.113024	0.103191	-0.000288	-0.016365	-0.001871
0.113024	0.104174	-0.000286	-0.016840	-0.001977
0.113024	0.105157	-0.000285	-0.017327	-0.002070
0.113024	0.106140	-0.000283	-0.017826	-0.002153
0.113024	0.107123	-0.000282	-0.018337	-0.002224
0.113024	0.108105	-0.000280	-0.018860	-0.002285
0.113024	0.109088	-0.000279	-0.019394	-0.002336
0.113024	0.110071	-0.000277	-0.019939	-0.002377
0.113024	0.111054	-0.000275	-0.020497	-0.002409
0.113024	0.112036	-0.000274	-0.021067	-0.002431
0.113024	0.113019	-0.000272	-0.021651	-0.002444
0.113024	0.114002	-0.000270	-0.022248	-0.002448
0.113024	0.114985	-0.000269	-0.022859	-0.002442
0.113024	0.115968	-0.000267	-0.023486	-0.002426
0.113024	0.116950	-0.000265	-0.024129	-0.002401
0.113024	0.117933	-0.000263	-0.024790	-0.002366
0.113024	0.118916	-0.000262	-0.025471	-0.002320
0.113024	0.119899	-0.000260	-0.026174	-0.002263
0.113024	0.120881	-0.000259	-0.026901	-0.002192
0.113024	0.121864	-0.000257	-0.027648	-0.002174
