1.059000e-01	3.005609e-04	-2.842934e-01	1.424983e+01	8.001141e-02	-9.464646e-02	2.342515e-02	1.347119e-06
1.118000e-01	4.934226e-07	-3.287863e-01	2.919923e+01	8.002873e-02	-6.853790e-02	1.746659e-02	2.602824e-06
1.177000e-01	-3.078702e-04	-3.534665e-01	4.464485e+01	8.004962e-02	-7.276833e-02	1.895045e-02	3.782979e-06
1.236000e-01	-6.231541e-04	-3.689913e-01	6.049299e+01	8.007337e-02	-6.915519e-02	1.854177e-02	4.917698e-06
1.295000e-01	-9.441481e-04	-3.792567e-01	7.667095e+01	8.009954e-02	-6.746270e-02	1.861368e-02	6.019859e-06
1.354000e-01	-1.269744e-03	-3.861710e-01	9.311567e+01	8.012782e-02	-6.523507e-02	1.856154e-02	7.077293e-06
1.413000e-01	-1.598902e-03	-3.908166e-01	1.097697e+02	8.015797e-02	-6.312129e-02	1.853946e-02	8.005719e-06
1.472000e-01	-1.930638e-03	-3.938651e-01	1.265796e+02	8.018977e-02	-6.096933e-02	1.850804e-02	8.927190e-06
1.531000e-01	-2.264006e-03	-3.957582e-01	1.434946e+02	8.022302e-02	-5.882812e-02	1.847794e-02	9.831896e-06
1.590000e-01	-2.598099e-03	-3.967994e-01	1.604662e+02	8.025753e-02	-5.669235e-02	1.844575e-02	1.067152e-05
1.649000e-01	-2.932037e-03	-3.972039e-01	1.774478e+02	8.029313e-02	-5.456833e-02	1.841246e-02	1.148760e-05
1.708000e-01	-3.264968e-03	-3.971280e-01	1.943942e+02	8.032965e-02	-5.245813e-02	1.837827e-02	1.216514e-05
1.767000e-01	-3.596062e-03	-3.966874e-01	2.112617e+02	8.036691e-02	-5.036409e-02	1.834268e-02	1.296011e-05
1.826000e-01	-3.924513e-03	-3.959691e-01	2.280077e+02	8.040477e-02	-4.828757e-02	1.830580e-02	1.369315e-05
1.885000e-01	-4.249531e-03	-3.950394e-01	2.445907e+02	8.044305e-02	-4.622927e-02	1.826797e-02	1.434334e-05
1.944000e-01	-4.570345e-03	-3.939492e-01	2.609701e+02	8.048160e-02	-4.419022e-02	1.822892e-02	1.502343e-05
2.003000e-01	-4.886201e-03	-3.927378e-01	2.771064e+02	8.052026e-02	-4.217064e-02	1.818867e-02	1.560749e-05
2.062000e-01	-5.196359e-03	-3.914358e-01	2.929606e+02	8.055888e-02	-4.017102e-02	1.814724e-02	1.613752e-05
2.121000e-01	-5.500096e-03	-3.900673e-01	3.084949e+02	8.059731e-02	-3.819132e-02	1.810473e-02	1.676198e-05
2.180000e-01	-5.796699e-03	-3.886509e-01	3.236717e+02	8.063540e-02	-3.623156e-02	1.806093e-02	1.729716e-05
2.239000e-01	-6.085471e-03	-3.872013e-01	3.384547e+02	8.067300e-02	-3.429165e-02	1.801605e-02	1.784606e-05
2.298000e-01	-6.365724e-03	-3.857298e-01	3.528076e+02	8.070995e-02	-3.237151e-02	1.797001e-02	1.832233e-05
2.357000e-01	-6.636785e-03	-3.842454e-01	3.666953e+02	8.074613e-02	-3.047084e-02	1.792273e-02	1.877847e-05
2.416000e-01	-6.897988e-03	-3.827548e-01	3.800829e+02	8.078137e-02	-2.858958e-02	1.787449e-02	1.919804e-05
2.475000e-01	-7.148683e-03	-3.812631e-01	3.929363e+02	8.081554e-02	-2.672741e-02	1.782503e-02	1.964849e-05
2.534000e-01	-7.388224e-03	-3.797742e-01	4.052217e+02	8.084851e-02	-2.488391e-02	1.777433e-02	2.002798e-05
2.593000e-01	-7.615980e-03	-3.782906e-01	4.169061e+02	8.088013e-02	-2.305911e-02	1.772257e-02	2.040113e-05
2.652000e-01	-7.831327e-03	-3.768142e-01	4.279569e+02	8.091027e-02	-2.125251e-02	1.766980e-02	2.076002e-05
2.711000e-01	-8.033651e-03	-3.753461e-01	4.383419e+02	8.093880e-02	-1.946386e-02	1.761581e-02	2.109826e-05
2.770000e-01	-8.222346e-03	-3.738865e-01	4.480296e+02	8.096559e-02	-1.769287e-02	1.756063e-02	2.142439e-05
2.829000e-01	-8.396816e-03	-3.724355e-01	4.569889e+02	8.099052e-02	-1.593931e-02	1.750447e-02	2.173762e-05
2.888000e-01	-8.556473e-03	-3.709925e-01	4.651890e+02	8.101345e-02	-1.420289e-02	1.744718e-02	2.204655e-05
2.947000e-01	-8.700738e-03	-3.695565e-01	4.725997e+02	8.103428e-02	-1.248338e-02	1.738873e-02	2.229840e-05
3.006000e-01	-8.829040e-03	-3.681262e-01	4.791915e+02	8.105288e-02	-1.078049e-02	1.732922e-02	2.258160e-05
3.065000e-01	-8.940816e-03	-3.667002e-01	4.849349e+02	8.106916e-02	-9.093933e-03	1.726867e-02	2.282736e-05
