r[m]	z[m]	psi[Wb]	Bz[T]	Br[T]
0.113024	0.000000	0.000580	0.014628	0.000000
0.113024	0.000983	0.000580	0.014628	0.000006
0.113024	0.001966	0.000580	0.014628	0.000011
0.113024	0.002948	0.000580	0.014627	0.000017
0.113024	0.003931	0.000580	0.014627	0.000022
0.113024	0.004914	0.000580	0.014627	0.000028
0.113024	0.005897	0.000580	0.014626	0.000033
0.113024	0.006879	0.000580	0.014626	0.000039
0.113024	0.007862	0.000580	0.014625	0.000045
0.113024	0.008845	0.000580	0.014624	0.000050
0.113024	0.009828	0.000580	0.014624	0.000056
0.113024	0.010811	0.000580	0.014623	0.000061
0.113024	0.011793	0.000580	0.014622	0.000067
0.113024	0.012776	0.000580	0.014621	0.000073
0.113024	0.013759	0.000580	0.014620	0.000078
0.113024	0.014742	0.000580	0.014619	0.000084
0.113024	0.015724	0.000580	0.014617	0.000090
0.113024	0.016707	0.000580	0.014616	0.000095
0.113024	0.017690	0.000580	0.014615	0.000101
0.113024	0.018673	0.000580	0.014613	0.000107
0.113024	0.019656	0.000579	0.014612	0.000112
0.113024	0.020638	0.000579	0.014610	0.000118
0.113024	0.021621	0.000579	0.014608	0.000124
0.113024	0.022604	0.000579	0.014606	0.000129
0.113024	0.023587	0.000579	0.014605	0.000135
0.113024	0.024569	0.000579	0.014603	0.000141
0.113024	0.025552	0.000579	0.014600	0.000147
0.113024	0.026535	0.000579	0.014598	0.000152
0.113024	0.027518	0.000579	0.014596	0.000158
0.113024	0.028500	0.000579	0.014594	0.000164
0.113024	0.029483	0.000578	0.014591	0.000170
0.113024	0.030466	0.000578	0.014589	0.000176
0.113024	0.031449	0.000578	0.014586	0.000181
0.113024	0.032432	0.000578	0.014584	0.000187
0.113024	0.033414	0.000578	0.014581	0.000193
0.113024	0.034397	0.000578	0.014578	0.000199
0.113024	0.035380	0.000578	0.014575	0.000205
0.113024	0.036363	0.000578	0.014572	0.000211
0.113024	0.037345	0.000577	0.014569	0.000217
0.113024	0.038328	0.000577	0.014566	0.000223
0.113024	0.039311	0.000577	0.014563	0.000229
0.113024	0.040294	0.000577	0.014559	0.000235
0.113024	0.041277	0.000577	0.014556	0.000241
0.113024	0.042259	0.000577	0.014552	0.000247
0.113024	0.043242	0.000576	0.014549	0.000253
0.113024	0.044225	0.000576	0.014545	0.000259
0.113024	0.045208	0.000576	0.014541	0.000266
0.113024	0.046190	0.000576	0.014537	0.000272
0.113024	0.047173	0.000576	0.014533	0.000278
0.113024	0.048156	0.000575	0.014529	0.000284
0.113024	0.049139	0.000575	0.014525	0.000290
0.113024	0.050122	0.000575	0.014521	0.000297
0.113024	0.051104	0.000575	0.014517	0.000303
0.113024	0.052087	0.000575	0.014512	0.000309
0.113024	0.053070	0.000574	0.014508	0.000316
0.113024	0.054053	0.000574	0.014503	0.000322
0.113024	0.055035	0.000574	0.014498	0.000329
0.113024	0.056018	0.000574	0.014494	0.000335
0.113024	0.057001	0.000574	0.014489	0.000342
0.113024	0.057984	0.000573	0.014484	0.000348
0.113024	0.058967	0.000573	0.014479	0.000355
0.113024	0.059949	0.000573	0.014473	0.000361
0.113024	0.060932	0.000573	0.014468	0.000368
0.113024	0.061915	0.000572	0.014463	0.000375
0.113024	0.062898	0.000572	0.014457	0.000382
0.113024	0.063880	0.000572	0.014452	0.000388
0.113024	0.064863	0.000571	0.014446	0.000395
0.113024	0.065846	0.000571	0.014440	0.000402
0.113024	0.066829	0.000571	0.014434	0.000409
0.113024	0.067812	0.000571	0.014429	0.000416
0.113024	0.068794	0.000570	0.014422	0.000423
0.113024	0.069777	0.000570	0.014416	0.000430
0.113024	0.070760	0.000570	0.014410	0.000437
0.113024	0.071743	0.000569	0.014404	0.000444
0.113024	0.072725	0.000569	0.014397	0.000451
0.113024	0.073708	0.000569	0.014391	0.000458
0.113024	0.074691	0.000568	0.014384	0.000466
0.113024	0.075674	0.000568	0.014377	0.000473
0.113024	0.076656	0.000568	0.014370	0.000480
0.113024	0.077639	0.000567	0.014363	0.000488
0.113024	0.078622	0.000567	0.014356	0.000495
0.113024	0.079605	0.000567	0.014349	0.000502
0.113024	0.080588	0.000566	0.014341	0.000510
0.113024	0.081570	0.000566	0.014334	0.000518
0.113024	0.082553	0.000566	0.014326	0.000525
0.113024	0.083536	0.000565	0.014319	0.000533
0.113024	0.084519	0.000565	0.014311	0.000541
0.113024	0.085501	0.000565	0.014303	0.000548
0.113024	0.086484	0.000564	0.014295	0.000556
0.113024	0.087467	0.000564	0.014287	0.000564
0.113024	0.088450	0.000563	0.014279	0.000572
0.113024	0.089433	0.000563	0.014270	0.000580
0.113024	0.090415	0.000563	0.014262	0.000588
0.113024	0.091398	0.000562	0.014253	0.000596
0.113024	0.092381	0.000562	0.014244	0.000604
0.113024	0.093364	0.000561	0.014235	0.000612
0.113024	0.094346	0.000561	0.014226	0.000621
0.113024	0.095329	0.000560	0.014217	0.000629
0.113024	0.096312	0.000560	0.014208	0.000637
0.113024	0.097295	0.000560	0.014199	0.000646
0.113024	0.098278	0.000559	0.014189	0.000654
0.113024	0.099260	0.000559	0.014180	0.000663
0.113024	0.100243	0.000558	0.014170	0.000672
0.113024	0.101226	0.000558	0.014160	0.000680
0.113024	0.102209	0.000557	0.014150	0.000689
0.113024	0.103191	0.000557	0.014140	0.000698
0.113024	0.104174	0.000556	0.014130	0.000707
0.113024	0.105157	0.000556	0.014119	0.000716
0.113024	0.106140	0.000555	0.014109	0.000725
0.113024	0.107123	0.000555	0.014098	0.000734
0.113024	0.108105	0.000554	0.014087	0.000743
0.113024	0.109088	0.000554	0.014076	0.000753
0.113024	0.110071	0.000553	0.014065	0.000762
0.113024	0.111054	0.000553	0.014054	0.000771
0.113024	0.112036	0.000552	0.014043	0.000781
0.113024	0.113019	0.000552	0.014031	0.000790
0.113024	0.114002	0.000551	0.014019	0.000800
0.113024	0.114985	0.000550	0.014008	0.000810
0.113024	0.115968	0.000550	0.013996	0.000819
0.113024	0.116950	0.000549	0.013983	0.000829
0.113024	0.117933	0.000549	0.013971	0.000839
0.113024	0.118916	0.000548	0.013959	0.000849
0.113024	0.119899	0.000548	0.013946	0.000859
0.113024	0.120881	0.000547	0.013934	0.000870
0.113024	0.121864	0.000546	0.013921	0.000880
0.113024	0.122847	0.000546	0.013908	0.000890
0.113024	0.123830	0.000545	0.013894	0.000901
0.113024	0.124813	0.000544	0.013881	0.000911
0.113024	0.125795	0.000544	0.013868	0.000922
0.113024	0.126778	0.000543	0.013854	0.000932
0.113024	0.127761	0.000543	0.013840	0.000943
0.113024	0.128744	0.000542	0.013826	0.000954
0.113024	0.129726	0.000541	0.013812	0.000965
0.113024	0.130709	0.000540	0.013798	0.000976
0.113024	0.131692	0.000540	0.013783	0.000987
0.113024	0.132675	0.000539	0.013768	0.000998
0.113024	0.133657	0.000538	0.013754	0.001009
0.113024	0.134640	0.000538	0.013739	0.001021
0.113024	0.135623	0.000537	0.013723	0.001032
0.113024	0.136606	0.000536	0.013708	0.001044
0.113024	0.137589	0.000536	0.013692	0.001056
0.113024	0.138571	0.000535	0.013677	0.001067
0.113024	0.139554	0.000534	0.013661	0.001079
0.113024	0.140537	0.000533	0.013645	0.001091
0.113024	0.141520	0.000533	0.013628	0.001103
0.113024	0.142502	0.000532	0.013612	0.001115
0.113024	0.143485	0.000531	0.013595	0.001128
0.113024	0.144468	0.000530	0.013578	0.001140
0.113024	0.145451	0.000529	0.013561	0.001153
0.113024	0.146434	0.000529	0.013544	0.001165
0.113024	0.147416	0.000528	0.013526	0.001178
0.113024	0.148399	0.000527	0.013509	0.001191
0.113024	0.149382	0.000526	0.013491	0.001203
0.113024	0.150365	0.000525	0.013473	0.001216
0.113024	0.151347	0.000524	0.013455	0.001230
0.113024	0.152330	0.000524	0.013436	0.001243
0.113024	0.153313	0.000523	0.013417	0.001256
0.113024	0.154296	0.000522	0.013399	0.001270
0.113024	0.155279	0.000521	0.013379	0.001283
0.113024	0.156261	0.000520	0.013360	0.001297
0.113024	0.157244	0.000519	0.013341	0.001311
0.113024	0.158227	0.000518	0.013321	0.001324
0.113024	0.159210	0.000517	0.013301	0.001338
0.113024	0.160192	0.000516	0.013281	0.001353
0.113024	0.161175	0.000515	0.013260	0.001367
0.113024	0.162158	0.000514	0.013239	0.001381
0.113024	0.163141	0.000513	0.013219	0.001396
0.113024	0.164124	0.000512	0.013197	0.001410
0.113024	0.165106	0.000511	0.013176	0.001425
0.113024	0.166089	0.000510	0.013154	0.001440
0.113024	0.167072	0.000509	0.013133	0.001455
0.113024	0.168055	0.000508	0.013110	0.001470
0.113024	0.169037	0.000507	0.013088	0.001485
0.113024	0.170020	0.000506	0.013066	0.001500
0.113024	0.171003	0.000505	0.013043	0.001516
0.113024	0.171986	0.000504	0.013020	0.001532
0.113024	0.172969	0.000503	0.012996	0.001547
0.113024	0.173951	0.000502	0.012973	0.001563
0.113024	0.174934	0.000501	0.012949	0.001579
0.113024	0.175917	0.000500	0.012925	0.001595
0.113024	0.176900	0.000499	0.012900	0.001612
0.113024	0.177882	0.000498	0.012875	0.001628
0.113024	0.178865	0.000496	0.012851	0.001644
0.113024	0.179848	0.000495	0.012825	0.001661
0.113024	0.180831	0.000494	0.012800	0.001678
0.113024	0.181813	0.000493	0.012774	0.001695
0.113024	0.182796	0.000492	0.012748	0.001712
0.113024	0.183779	0.000491	0.012722	0.001729
0.113024	0.184762	0.000489	0.012695	0.001747
0.113024	0.185745	0.000488	0.012668	0.001764
0.113024	0.186727	0.000487	0.012641	0.001782
0.113024	0.187710	0.000486	0.012613	0.001799
0.113024	0.188693	0.000484	0.012585	0.001817
0.113024	0.189676	0.000483	0.012557	0.001835
0.113024	0.190658	0.000482	0.012529	0.001854
0.113024	0.191641	0.000481	0.012500	0.001872
0.113024	0.192624	0.000479	0.012471	0.001891
0.113024	0.193607	0.000478	0.012441	0.001909
0.113024	0.194590	0.000477	0.012412	0.001928
0.113024	0.195572	0.000475	0.012382	0.001947
0.113024	0.196555	0.000474	0.012351	0.001966
0.113024	0.197538	0.000472	0.012320	0.001985
0.113024	0.198521	0.000471	0.012289	0.002005
0.113024	0.199503	0.000470	0.012258	0.002024
0.113024	0.200486	0.000468	0.012226	0.002044
0.113024	0.201469	0.000467	0.012194	0.002064
0.113024	0.202452	0.000465	0.012162	0.002084
0.113024	0.203435	0.000464	0.012129	0.002104
0.113024	0.204417	0.000462	0.012096	0.002125
0.113024	0.205400	0.000461	0.012062	0.002145
0.113024	0.206383	0.000459	0.012028	0.002166
0.113024	0.207366	0.000458	0.011994	0.002187
0.113024	0.208348	0.000456	0.011959	0.002208
0.113024	0.209331	0.000455	0.011924	0.002229
0.113024	0.210314	0.000453	0.011889	0.002250
0.113024	0.211297	0.000452	0.011853	0.002272
0.113024	0.212280	0.000450	0.011817	0.002293
